ISO3,estimate,country,Region,IncomeGroup,pop,Asthma.Inci.1to18,Asthma.Prev.1to18,exac.0to17,exac.18to99,PTB,LBW,COPD_Deaths,COPD_YLLs,AllCause_Deaths,AllCause_YLLs,Absences,NCD.LRI_Deaths,NCD.LRI_YLDs,NCD.LRI_YLLs,LRI.child_YLLs,LRI.child_Deaths,AllCause_YLDs,COPD_YLDs,Diabetes_Deaths,Diabetes_YLDs,Diabetes_YLLs,IHD_Deaths,IHD_YLDs,IHD_YLLs,LRI_Deaths,LRI_YLDs,LRI_YLLs,Stroke_Deaths,Stroke_YLDs,Stroke_YLLs,LC_Deaths,LC_YLDs,LC_YLLs,TotCV_Deaths,TotResp_Deaths,OthCV_Deaths,OthResp_Deaths,TotCV_YLDs,TotResp_YLDs,OthCV_YLDs,OthResp_YLDs,TotCV_YLLs,TotResp_YLLs,OthCV_YLLs,OthResp_YLLs
ASM,high,American Samoa,East Asia & Pacific,Upper middle income,55504.94583680459,617.8359436770857,2672.266359031262,1160.836626873634,1201.4421254651763,NA,NA,38.53642082263544,768.0119399267317,729.2152645645698,18015.779780427805,NA,680.3491244640666,8470.077003182825,16401.403628392847,232.8923117896571,2.6559908648851818,9595.698663208332,112.10890776282166,97.29728155659278,2076.644248776973,2359.605709889942,140.34794626329634,123.72678713518422,3409.3499880543504,23.544032506425296,5.6891835729559315,528.2971783475292,90.98901930722158,368.7205560350152,2055.4399306264672,28.884767056607814,7.613439283389337,716.0108959762713,255.90930038584202,49.7504434185095,24.572334815324098,11.214022595874056,606.5770667777906,187.5974697644167,114.12972360759119,75.48856200159504,6096.237404734788,1039.7914136793681,631.4474860539704,271.7794737526365
ASM,low,American Samoa,East Asia & Pacific,Upper middle income,55504.94583680459,209.52501930879353,1071.3974908707326,1160.836626873634,1201.4421254651763,NA,NA,22.72802069387263,426.1751857587532,554.1219899483516,12886.801644284531,NA,515.4299449270018,4749.811762245489,11765.126182779013,105.44818390354304,1.1986128727659449,5410.133566482336,71.2393894496088,60.26218049624904,926.1080829047693,1408.5529561404244,92.49628167188253,51.37671223378886,2129.0713794969647,13.473179754732918,2.2263531812061457,280.539446082271,56.66472710583813,201.44994264284026,1205.549272080796,17.567556437160132,2.8020902289104828,417.18979645087626,187.25410903310103,33.01919302332076,38.093100255380364,10.29117232944813,344.9354966689803,109.73214959534045,92.1088417923512,38.49276014573165,4232.137672333937,659.48782435076,897.5170207561764,233.3126385920068
AND,central,Andorra,Europe & Central Asia,High income,83064.21143528551,151.50421064299624,1005.2121922889252,223.8151001347202,754.958209033944,NA,53.60691959999993,40.40181733112989,541.9788163334598,737.8247804433798,12414.42352766233,NA,685.1132488164601,10023.2371476772,11229.083907117078,3.2943853093475095,0.0377853001671964,11474.466873736154,312.7607773189257,10.20927694781045,484.66426182740594,150.38296668882512,91.14424424666139,66.06621734743182,1280.170788053837,24.436539780033915,2.9579311380265096,272.98760869151596,43.82946700214601,153.7790166324126,566.0356926761041,57.7876767242152,16.562642130609166,1287.6067440908118,202.60347218153282,47.3632442948853,67.62976093272542,6.961426963755407,407.96761535404556,501.5515717890192,188.12238137420115,188.7907944700935,2710.2351257630785,661.8573116680639,864.0286450331373,119.87849533460405
AND,high,Andorra,Europe & Central Asia,High income,83064.21143528551,258.60417367781844,1499.2243328143359,223.8151001347202,754.958209033944,NA,53.60691959999993,53.146060689173986,738.2945472892999,896.6654090679319,15551.619764894958,NA,837.6010194157951,13023.882833116559,14186.481811727717,4.6221130215248305,0.05304801755877103,14925.46089129051,387.47061128233827,13.572184660119747,711.6507121858108,207.29041755152454,117.4404700161527,99.04950472276863,1714.107822840278,31.553025342367597,4.623834981055393,367.18841417308255,57.66798308949239,202.82180507108788,773.9314399166082,76.50026223690159,25.968629681496196,1727.8223917000716,252.56898657588079,59.16130980648415,77.4605334702357,6.015249117310162,536.6895072442619,636.8747534713367,234.81819745040536,249.40414218899843,3462.924035865507,849.46369589305,974.8847731086207,111.16914860375016
AND,low,Andorra,Europe & Central Asia,High income,83064.21143528551,77.3102143462656,633.8463807286389,223.8151001347202,754.958209033944,NA,53.60691959999993,29.033454860495933,374.095315829331,595.6817843167929,9699.395392490187,NA,549.0237306268081,7379.07287205056,8681.837062791592,2.191707970869344,0.02518135647062317,8479.803331532657,236.70795409543757,7.277536889521963,310.24297797527447,103.30718052750466,66.49474002328573,41.1679691300793,903.275561686174,17.67273382222791,1.7274995093113952,193.0045233506996,31.481085873811292,107.7275347926348,393.32157990986207,42.01953204047493,9.389457794195831,917.7624544974018,156.19639797705267,36.44164646883428,58.220572079955645,7.4081916083383454,290.7038222090501,375.70345753542546,141.80831828633598,138.99550343998789,2043.240885324801,497.87505166848575,746.6437437287648,123.77973583915474
AGO,central,Angola,Sub-Saharan Africa,Lower middle income,30138521.377268467,559.947660234682,2299.4129529443417,2529.7669399768724,1242.9087788046968,487.35496329498295,621.3857762970001,7.313016426594896,158.33996605764113,345.5089537123873,10765.478128728617,374904.98484824377,209.10008503597626,3174.4157473565015,5555.016307689623,1626.0633122676484,18.50530845168799,4181.551673672145,81.4247940928602,12.130383183309442,194.01560698113755,311.88625897308594,30.448792300034643,11.293265858974658,744.9600051629943,20.643704690877065,2.4936894632847237,533.5633705499447,31.702950971490644,73.49109490102656,777.8088045867784,5.207571717405336,1.203001633567619,145.92760336386291,82.32557523936975,12.015003021789173,20.173831967844464,4.701986595194278,141.70854236020742,115.39785556207362,56.9241816002062,33.97306146921342,2025.9937685155785,288.73937094723476,503.2249587658059,130.39940488959363
AGO,high,Angola,Sub-Saharan Africa,Lower middle income,30138521.377268467,884.3153337568608,3389.1853571532224,2529.7669399768724,1242.9087788046968,487.35496329498295,621.3857762970001,10.435946143651485,229.39311812784385,420.725205320142,13392.188586141543,374904.98484824377,259.6233689437053,4160.626881908687,7079.310646456913,2221.437488327232,25.272498221137216,5413.30471819604,99.56985485358922,16.718418722822964,285.1542845623148,439.67778368554104,41.73054848459111,17.878778853053287,1052.6626667647215,28.284520851408573,3.813495954444462,754.6282512091461,42.4830665136685,96.33230737318554,1071.5091891891195,7.570549271697385,2.099226112196733,215.82725543488908,102.83428330834516,16.241926403115666,18.620668310085563,5.805980259464182,187.85216568451892,138.9096801115684,73.64107945828009,39.339825257979186,2619.8703675736215,393.55335388295777,495.6985116197802,164.16023575511392
AGO,low,Angola,Sub-Saharan Africa,Lower middle income,30138521.377268467,319.8048729679347,1504.066307834738,2529.7669399768724,1242.9087788046968,487.35496329498295,621.3857762970001,4.967271532472538,104.84934511970745,290.25130470012357,8733.150844995544,374904.98484824377,169.20878556834776,2344.325521385389,4318.895837237127,1160.0500060702575,13.195505532497565,3124.285167541341,63.571711432120686,8.541313843796031,124.56147100152327,213.85020543710047,20.944264088848865,6.67470762795763,502.6632498181934,14.611952739986124,1.4848679680558055,364.6237144133979,22.907686094513032,51.83628517255963,545.9647246403792,3.4502692990728208,0.5832380896039684,94.55063199909493,66.38189990921244,8.71250034120978,22.529949725850543,3.7452288087372425,101.05917038149254,90.83269783236712,42.54817758097528,27.26098640024643,1574.634219762534,205.07602009299137,526.0062453039614,100.22667497328392
ATG,central,Antigua and Barbuda,Latin America & Caribbean,High income,88489.34891948712,495.66090601822503,2471.0217094764694,1082.0186369222406,922.3741568520636,150.6317983789444,138.77248344569986,8.172380326103783,133.67877223515947,655.5680861996622,13558.990169538498,NA,614.5637383544955,7488.3885787179415,12254.741339601886,99.2323352399717,1.1318539527157845,8629.182926183094,51.413085304905195,60.65965924922648,963.483042486913,1210.877270944283,88.16664956370481,68.54454117851422,1573.0611709988254,31.970762979017152,5.939652097564226,507.4473915480533,72.3980266255131,107.19331070665363,1342.7028794003713,10.61252334623022,2.5318013645358795,243.9878655449423,225.05887439352043,11.693504231369495,64.49419820430253,3.5211239052657124,296.27508621046354,121.6880614456693,120.53723432529569,70.27497614076411,4128.529607721018,216.42028748308257,1212.7655573218208,82.7415152479231
ATG,high,Antigua and Barbuda,Latin America & Caribbean,High income,88489.34891948712,795.8360649932999,3803.68390180716,1082.0186369222406,922.3741568520636,150.6317983789444,138.77248344569986,10.312376197022187,172.5573020894017,731.833361150702,15451.51408222338,NA,691.2238121498012,9776.112909397189,14067.614249361905,143.30738722059868,1.6354777651554875,11276.537818026156,70.47445269123456,73.7943383791978,1389.5653186529685,1499.7648175944475,103.68802114688955,104.89322142179063,1887.2505826196445,40.24304169319984,8.926216142339777,664.7205178763988,89.0070444758456,141.21196556594725,1702.6520122793168,13.331291745347215,4.033935165462469,311.99512908706254,254.6570438964517,14.3560509569611,61.96197827371654,4.043674759938913,392.51266273879787,164.7234051117968,146.40747575106,94.24895242056225,4763.111751405032,270.6686559762515,1173.209156506071,98.1113538868498
ATG,low,Antigua and Barbuda,Latin America & Caribbean,High income,88489.34891948712,273.0230129498917,1534.8797810472827,1082.0186369222406,922.3741568520636,150.6317983789444,138.77248344569986,6.235909233362261,100.3671086912057,585.0065000558541,11847.199654627866,NA,542.7362783875152,5496.25076220022,10599.56238082214,65.96373218867511,0.7531654133827556,6361.92500469235,34.74180974716859,48.67710938552261,616.778752278091,955.5461419468876,72.66572401550471,42.06827941989176,1275.3721160083487,24.556943527121774,3.7230943874970595,376.4375573151202,57.64584406599808,77.07490643665625,1032.6510184711378,8.248762037241528,1.4032056251694867,186.29111732944193,196.45852998153038,9.211068453194283,66.14696190002758,2.9751592198320216,209.37075692025056,86.90976142356028,90.22757106370256,52.167951676391695,3550.0885576644214,168.21716102699813,1242.0654231849348,67.85005233579243
ARG,central,Argentina,Latin America & Caribbean,Upper middle income,45115284.355548956,410.6032415727998,2140.92124655495,1111.897068068244,1547.1288721117203,142.56893428100003,125.0491662159,36.18250425966036,567.0902197944883,733.1729158228849,13749.737356327838,418382.1677713433,685.6409812762879,7097.823322829974,12291.378344356885,87.65680919756281,0.9969884997003621,8238.012646681134,153.2086575677999,22.61024291471236,441.66057517936105,428.29960800547354,100.26578679744695,31.347943511568527,1675.8789656314516,78.43751934691961,5.337134119954577,1174.5967160751063,57.2758950300697,125.93366145922067,1011.6700945779204,30.68232889000699,6.983096685124848,694.3727808307351,224.03666810841784,42.47030357885953,66.4949862809012,6.287799319199166,295.2333621536054,329.46004525195974,137.9517571828162,176.25138768415985,3707.2834455715797,683.0834075790542,1019.7343853622078,115.99318778456586
ARG,high,Argentina,Latin America & Caribbean,Upper middle income,45115284.355548956,679.6965869136931,3297.0634580083492,1111.897068068244,1547.1288721117203,142.56893428100003,125.0491662159,42.49154197085546,667.6006294059891,745.375413583837,14007.044724806694,418382.1677713433,719.5214112171782,9203.015452546253,12895.327344719699,114.4772214974093,1.3001437802321913,10688.706843486561,199.78895952585395,26.291596647495684,641.8163831364787,503.3699184373807,110.54154374083704,48.720318055412825,1849.748606657696,92.12667159798671,8.008287028508688,1421.8341902382017,66.9742615846068,165.23375519084655,1208.7751279982726,35.55748288144547,10.880708324177682,812.9085358778218,238.95319278785183,48.70864470640947,61.437387462408,6.217102735554015,383.5201134497035,436.66888714305287,169.56604020344412,236.87992761719892,3951.831150905813,784.3177248054301,893.3074162498442,116.71709539944095
ARG,low,Argentina,Latin America & Caribbean,Upper middle income,45115284.355548956,215.93814483316737,1320.4733034313,1111.897068068244,1547.1288721117203,142.56893428100003,125.0491662159,30.1543219341704,474.95918736729806,721.7384867552656,13509.087519819388,418382.1677713433,653.2132900363948,5245.179028163011,11717.222072805196,64.87949969716539,0.7392813190851952,6085.784805938235,107.78183087495914,19.103743029271158,284.59365768912363,360.17242065103426,87.70087189596367,18.661159006512264,1482.7899049646226,64.04812943271213,3.311696167387916,944.5612395996937,47.05742593586527,88.28632645051107,817.1363393036994,26.188996534995624,4.00777395961,587.7155640539927,202.85806496434682,36.14972474986545,68.09976713251788,5.995402815695048,211.0054868081755,239.23584046655006,104.05800135115217,131.45400959159093,3421.14569437783,585.5933190193379,1121.2194501095078,110.6341316520398
ARM,central,Armenia,Europe & Central Asia,Upper middle income,3019674.304227058,165.8268990417711,652.9405518254902,181.04281618541495,592.2385561570575,145.49587463378904,125.59066190909988,39.5963179116415,588.5931850656742,898.5216022419681,17120.82318984735,391983.37029599893,864.1659343079937,7536.303755625984,16021.312304802213,282.8846373770409,3.222079846712212,8955.792791415579,163.2494276637233,39.108515787869585,640.7055102000801,813.653078871142,306.13155410289954,111.8376067736984,5111.764009739797,14.322255240246376,4.973514974101611,249.64474307719698,88.17613685447466,220.94073280132238,1465.4147085243833,44.01603418653632,10.102354563939503,1057.231998730327,446.5069269394482,43.743762445033006,52.19923598207396,4.147444533391507,493.9685880864311,222.33102402539933,161.19024851141035,59.08159636167602,7436.464641383948,660.7013421461293,859.2859231197681,72.10815708045504
ARM,high,Armenia,Europe & Central Asia,Upper middle income,3019674.304227058,280.57798031542006,1039.7722845970147,181.04281618541495,592.2385561570575,145.49587463378904,125.59066190909988,49.54449525380841,741.4141046757159,1029.8218873969474,19933.81097970771,391983.37029599893,990.7124824621775,9804.5081855904209,18669.588038323996,378.09826772023916,4.308270408387345,11627.260132993875,208.17888016178557,47.95283012244113,922.3674978702617,1006.936760571762,356.37799940159937,167.48501015385725,6015.294005497859,18.20136527710861,7.494818267492603,330.10988570635783,107.5238863382138,290.8209139715231,1827.4542469181608,54.564789600153155,15.279572412993952,1323.3480332516913,516.3660668632209,53.42204485293642,52.46418112340774,3.8775495991280167,644.03134988134,283.03862025865027,185.7254257559597,74.8597400968647,8698.13190628048,810.0714657736859,855.38365386446,68.65736109797001
ARM,low,Armenia,Europe & Central Asia,Upper middle income,3019674.304227058,85.1073452758612,386.82040167081374,181.04281618541495,592.2385561570575,145.49587463378904,125.59066190909988,28.518672353125453,439.0972419534116,779.3383157060005,14608.900533906468,391983.37029599893,747.7033881187845,5536.03668855974,13624.038896543536,209.56552308977996,2.3873462666327168,6629.674321680712,120.41053183196823,30.9339929343502,408.2783142409967,638.0879424457873,254.84423876281568,70.13314226932816,4254.174285532302,10.886215427607992,3.0672383234848235,182.90187961239087,69.98478226176226,154.94560054053673,1136.6144257479773,34.83801181878195,6.099578755630665,828.7705012968346,377.20985711285664,32.019620113838,52.38083608827867,3.500947760712549,353.52641314404985,165.6327770491421,128.44767033418498,45.22224521717388,6249.980591782539,499.7699214547701,859.1918805022597,60.672679501358516
AUS,central,Australia,East Asia & Pacific,High income,24568113.491207294,303.2804536275732,2656.696560651546,365.38517510563946,830.0068829988923,108.35999999999999,82.14519852000001,37.809663430896435,527.3995121589074,681.362077402376,10674.062959436731,478244.85919859033,643.8823810174841,9341.91608510061,9814.17211038495,9.851728721420839,0.11207819357204843,11113.390066980992,324.22737244569714,16.771036991001488,447.1452335184458,241.14623061237276,108.33277689449548,84.11824508280692,1427.3273270179448,17.200633817004544,2.5135293903726166,185.97666763152594,51.88208708238964,149.10655447422732,607.4782742670417,40.8194200964895,13.372732753935201,784.6501266881156,209.68748578650974,45.45031776616298,49.47262180962463,7.640654335266547,487.4231035963274,512.5065257331681,254.19830403929313,188.279153287471,2676.8818741109535,648.7239069182814,642.076272825967,121.32439475937394
AUS,high,Australia,East Asia & Pacific,High income,24568113.491207294,480.63615618948165,3814.2046927971005,365.38517510563946,830.0068829988923,108.35999999999999,82.14519852000001,44.896975659990424,623.0745566445798,693.832664331695,10895.312670150957,478244.85919859033,661.5045528559131,12016.33416758213,10092.898119879539,12.581251106399023,0.1429543585490102,14353.048056712461,397.60473981956466,19.39441191365806,653.1438040429512,282.7171329781916,119.78789924283176,129.07750257649755,1572.4209887567574,20.46815267204825,3.8849666824606355,227.1235320901772,60.121410932249255,195.70549929149345,720.9865084373147,45.99355259394276,20.097543469789247,885.5252087041462,228.35346861102744,52.15264112159842,48.444158435946434,7.255665461607997,647.2304263733839,641.6926799192104,322.4474245053929,244.08794009964572,2895.6557963792366,738.7873558495062,602.2482991851643,115.71279920492634
AUS,low,Australia,East Asia & Pacific,High income,24568113.491207294,171.00010084521253,1784.4844666826007,365.38517510563946,830.0068829988923,108.35999999999999,82.14519852000001,30.40382415353867,431.13877374937476,669.6959934373851,10467.404277296184,478244.85919859033,626.980812585375,6949.6990952497335,9546.461785404397,7.398747972845566,0.08423734302906824,8288.707261839729,248.86126743909716,13.894449109967606,283.5625270419927,201.0929515555903,90.40159876120994,51.016690655008205,1229.151283382223,13.26241305660809,1.5045269759909892,143.03406658611758,41.48232205943566,104.98162171335005,481.28289289382013,35.40865733315041,8.07656735155185,684.5696320029838,178.31648641220502,37.34932551747039,46.43256559155944,6.945501363931719,345.3368932316626,390.10311439768816,189.33858086330434,141.241846958591,2347.202534539574,542.7800792384974,636.7683582635309,111.6413054891226
AUT,central,Austria,Europe & Central Asia,High income,8916185.490999587,154.20971910666628,922.9406073460136,325.63249193624637,1135.2512136740236,76.95773389999998,63.258527689999994,34.88863458325976,508.8803430562969,914.6668744650399,13670.957579610133,480903.6770112282,866.9689741236456,10344.303846770497,12621.164804241125,4.183513266748629,0.04761655980907296,11762.204390530755,272.67921215126825,25.6038286786665,569.2192129739851,354.29491937363355,202.7938395031277,110.33641854443401,2503.1730336258915,13.422938034062451,3.293901590420782,156.40293858661488,60.21346710243535,218.0938019849389,729.551554728061,47.22033898103536,14.519487341877312,997.3391517239166,369.80390387067644,38.13430987012106,106.79659726511335,3.2456752868612995,646.4257707908095,436.55839032015086,317.99555026143656,163.87917816888262,4427.421913541109,563.8555924767454,1194.697325187156,54.975249420448506
AUT,high,Austria,Europe & Central Asia,High income,8916185.490999587,256.1292986157379,1388.567750932981,325.63249193624637,1135.2512136740236,76.95773389999998,63.258527689999994,40.44959334501526,591.1371981279161,929.526561067033,13924.135763847384,480903.6770112282,885.0653224874299,13402.444368891447,12916.951837409795,5.573269251223489,0.06338429386113355,15262.757668343926,351.9774286614199,29.35395813331347,836.569846262232,410.8335175904589,226.73317641916847,163.29464376344524,2770.169814133642,15.85193818938368,5.04275575515568,189.89609190164384,69.891199723015,284.71073842633723,868.3403491121514,53.025425901861546,21.65883308878719,1123.557996616827,396.7894573925181,43.46073520664694,100.16508125033465,3.0111418616316783,840.6387948525839,564.4602502869276,392.63341266280145,212.4828216255077,4713.575570520126,640.8429639784475,1075.0654072743328,49.70576585053141
AUT,low,Austria,Europe & Central Asia,High income,8916185.490999587,80.74490944383692,576.4118035262911,325.63249193624637,1135.2512136740236,76.95773389999998,63.258527689999994,28.83129883172286,422.1040510027389,900.6842496168587,13433.437715687327,480903.6770112282,849.5842028146413,7635.572577005148,12340.439710151797,3.068770830595475,0.034992371408664374,8714.382388542263,198.0579176672968,21.454245805890793,360.7810891391337,296.70577062006515,172.98340995287666,70.44539333782798,2191.4761773289715,10.768092700066054,1.9876396345594447,123.91343191978615,48.917327045797855,154.65308600237438,588.47250410927,41.42323208329097,8.782862555963092,876.3086351941611,318.34484902914807,32.231016053725824,96.44411203047355,3.3997172220029626,466.2579609505624,322.12732543524766,241.15948161036005,124.06940776795085,3938.4886691943434,477.1104993113818,1158.5399877561017,55.00644830864286
