measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,18,Thailand,3,Both,8,15-19 years,515,Asthma,3,Rate,2017,3894.086026,5190.11311259,2841.77660093
5,Prevalence,18,Thailand,3,Both,22,All ages,515,Asthma,1,Number,2017,3608813.71913,4061277.96543,3128813.7196
5,Prevalence,18,Thailand,3,Both,22,All ages,515,Asthma,3,Rate,2017,5109.74785434,5750.39555512,4430.11206304
5,Prevalence,46,Croatia,3,Both,7,10-14 years,515,Asthma,1,Number,2017,6714.0198021,8802.79279457,4979.3759345
5,Prevalence,46,Croatia,3,Both,7,10-14 years,515,Asthma,3,Rate,2017,3201.5592438,4197.58408129,2374.39976666
5,Prevalence,46,Croatia,3,Both,8,15-19 years,515,Asthma,1,Number,2017,6898.39809687,9039.01630597,5036.29175476
5,Prevalence,46,Croatia,3,Both,8,15-19 years,515,Asthma,3,Rate,2017,3014.76367225,3950.26462803,2200.97901163
5,Prevalence,46,Croatia,3,Both,22,All ages,515,Asthma,1,Number,2017,180612.814097,203645.733388,159807.230084
5,Prevalence,46,Croatia,3,Both,22,All ages,515,Asthma,3,Rate,2017,4224.37120223,4763.09045889,3737.7473135100004
5,Prevalence,33,Armenia,3,Both,5,1-4 years,515,Asthma,1,Number,2017,4952.85962951,7147.78427879,3189.99922413
5,Prevalence,33,Armenia,3,Both,5,1-4 years,515,Asthma,3,Rate,2017,2935.30215076,4236.11976436,1890.54652947
5,Prevalence,33,Armenia,3,Both,6,5-9 years,515,Asthma,1,Number,2017,7906.25085473,11405.7378595,5234.04363903
5,Prevalence,33,Armenia,3,Both,6,5-9 years,515,Asthma,3,Rate,2017,3793.70810437,5472.88986258,2511.48542297
5,Prevalence,33,Armenia,3,Both,7,10-14 years,515,Asthma,1,Number,2017,5455.54949774,7167.75014939,4082.88914697
5,Prevalence,33,Armenia,3,Both,7,10-14 years,515,Asthma,3,Rate,2017,2999.0264789,3940.25798887,2244.44717572
5,Prevalence,33,Armenia,3,Both,8,15-19 years,515,Asthma,1,Number,2017,4230.28218863,5628.21635115,3051.65563171
5,Prevalence,33,Armenia,3,Both,8,15-19 years,515,Asthma,3,Rate,2017,2485.0520666800003,3306.25950031,1792.67547559
5,Prevalence,50,Montenegro,3,Both,22,All ages,515,Asthma,1,Number,2017,24295.075928,27369.909363,21443.6445588
5,Prevalence,50,Montenegro,3,Both,22,All ages,515,Asthma,3,Rate,2017,3879.03241596,4369.97052224,3423.76342459
5,Prevalence,37,Kyrgyzstan,3,Both,5,1-4 years,515,Asthma,1,Number,2017,21863.1747772,31567.8018264,13744.9120391
5,Prevalence,37,Kyrgyzstan,3,Both,5,1-4 years,515,Asthma,3,Rate,2017,3509.0751415600002,5066.68358057,2206.08075684
5,Prevalence,37,Kyrgyzstan,3,Both,6,5-9 years,515,Asthma,1,Number,2017,32019.3474092,46749.3305356,21031.1452332
5,Prevalence,37,Kyrgyzstan,3,Both,6,5-9 years,515,Asthma,3,Rate,2017,4566.01058811,6666.52994155,2999.07523372
5,Prevalence,37,Kyrgyzstan,3,Both,7,10-14 years,515,Asthma,1,Number,2017,19648.8295585,25836.4985376,14546.9193642
5,Prevalence,37,Kyrgyzstan,3,Both,7,10-14 years,515,Asthma,3,Rate,2017,3546.3492498299997,4663.14021067,2625.52313465
5,Prevalence,37,Kyrgyzstan,3,Both,8,15-19 years,515,Asthma,1,Number,2017,15880.8312407,20876.5439355,11641.4551082
5,Prevalence,37,Kyrgyzstan,3,Both,8,15-19 years,515,Asthma,3,Rate,2017,2970.40210382,3904.81638439,2177.45546318
5,Prevalence,37,Kyrgyzstan,3,Both,22,All ages,515,Asthma,1,Number,2017,233091.081976,264754.69622,202622.276179
5,Prevalence,37,Kyrgyzstan,3,Both,22,All ages,515,Asthma,3,Rate,2017,3660.01897954,4157.20414901,3181.5948092299996
5,Prevalence,28,Solomon Islands,3,Both,5,1-4 years,515,Asthma,1,Number,2017,10982.059597,15415.5150826,7124.46517648
5,Prevalence,28,Solomon Islands,3,Both,5,1-4 years,515,Asthma,3,Rate,2017,14734.991299399999,20683.504638799997,9559.12972982
5,Prevalence,28,Solomon Islands,3,Both,6,5-9 years,515,Asthma,1,Number,2017,11233.7039219,15496.4663511,7723.89888877
5,Prevalence,28,Solomon Islands,3,Both,6,5-9 years,515,Asthma,3,Rate,2017,13407.232295900001,18494.7658921,9218.34039353
5,Prevalence,28,Solomon Islands,3,Both,7,10-14 years,515,Asthma,1,Number,2017,5395.6571535,7033.81547144,4024.19880524
5,Prevalence,28,Solomon Islands,3,Both,7,10-14 years,515,Asthma,3,Rate,2017,7272.76354681,9480.82417032,5424.18570032
5,Prevalence,22,Fiji,3,Both,5,1-4 years,515,Asthma,1,Number,2017,11476.3761236,16124.1498685,7504.59780019
5,Prevalence,22,Fiji,3,Both,5,1-4 years,515,Asthma,3,Rate,2017,15258.67019,21438.2207666,9977.904306120001
5,Prevalence,22,Fiji,3,Both,6,5-9 years,515,Asthma,1,Number,2017,12481.5826423,17105.4534659,8710.52856902
5,Prevalence,22,Fiji,3,Both,6,5-9 years,515,Asthma,3,Rate,2017,13712.3608556,18792.180226300003,9569.45240078
5,Prevalence,22,Fiji,3,Both,7,10-14 years,515,Asthma,1,Number,2017,6109.20759284,7956.72455445,4540.33810927
5,Prevalence,22,Fiji,3,Both,7,10-14 years,515,Asthma,3,Rate,2017,7447.52387947,9699.76796843,5534.9693025999995
5,Prevalence,22,Fiji,3,Both,8,15-19 years,515,Asthma,1,Number,2017,4522.30784843,5859.68403851,3400.12235948
5,Prevalence,22,Fiji,3,Both,8,15-19 years,515,Asthma,3,Rate,2017,5934.21448785,7689.131983270001,4461.672235139999
5,Prevalence,13,Malaysia,3,Both,22,All ages,515,Asthma,1,Number,2017,1263702.89228,1436015.90591,1100760.48462
5,Prevalence,13,Malaysia,3,Both,22,All ages,515,Asthma,3,Rate,2017,4124.37988381,4686.76233261,3592.5805245599995
5,Prevalence,41,Uzbekistan,3,Both,5,1-4 years,515,Asthma,1,Number,2017,99471.8222841,142340.262017,63051.7960212
5,Prevalence,41,Uzbekistan,3,Both,5,1-4 years,515,Asthma,3,Rate,2017,3606.4162974600004,5160.6397564300005,2285.98430725
5,Prevalence,26,Papua New Guinea,3,Both,5,1-4 years,515,Asthma,1,Number,2017,176891.198568,241230.454392,118292.215527
5,Prevalence,26,Papua New Guinea,3,Both,5,1-4 years,515,Asthma,3,Rate,2017,16656.7949122,22715.2409952,11138.876268
5,Prevalence,26,Papua New Guinea,3,Both,6,5-9 years,515,Asthma,1,Number,2017,159899.174995,213248.619228,114292.507398
5,Prevalence,26,Papua New Guinea,3,Both,6,5-9 years,515,Asthma,3,Rate,2017,14407.267962299999,19214.1704291,10298.0067297
5,Prevalence,26,Papua New Guinea,3,Both,7,10-14 years,515,Asthma,1,Number,2017,77169.9191804,99963.5887408,58805.2584901
5,Prevalence,26,Papua New Guinea,3,Both,7,10-14 years,515,Asthma,3,Rate,2017,7907.248673630001,10242.8117442,6025.50588541
5,Prevalence,26,Papua New Guinea,3,Both,8,15-19 years,515,Asthma,1,Number,2017,60670.9807786,77921.4955073,45418.3880359
5,Prevalence,26,Papua New Guinea,3,Both,8,15-19 years,515,Asthma,3,Rate,2017,6453.32192535,8288.188009489999,4830.9665603700005
5,Prevalence,26,Papua New Guinea,3,Both,22,All ages,515,Asthma,1,Number,2017,936002.330492,1075935.70718,804779.262265
5,Prevalence,26,Papua New Guinea,3,Both,22,All ages,515,Asthma,3,Rate,2017,10143.5619888,11660.0356498,8721.48291535
5,Prevalence,67,Japan,3,Both,5,1-4 years,515,Asthma,1,Number,2017,217291.57424,295664.795241,150333.748451
5,Prevalence,67,Japan,3,Both,5,1-4 years,515,Asthma,3,Rate,2017,5359.3925364100005,7292.430470140001,3707.90985447
5,Prevalence,67,Japan,3,Both,6,5-9 years,515,Asthma,1,Number,2017,308890.455558,430698.457632,209837.94807
5,Prevalence,67,Japan,3,Both,6,5-9 years,515,Asthma,3,Rate,2017,5693.358452789999,7938.480002339999,3867.65804467
5,Prevalence,67,Japan,3,Both,7,10-14 years,515,Asthma,1,Number,2017,217742.263717,284775.058693,157029.566229
5,Prevalence,67,Japan,3,Both,7,10-14 years,515,Asthma,3,Rate,2017,3872.99826446,5065.31570514,2793.0968801900003
5,Prevalence,67,Japan,3,Both,8,15-19 years,515,Asthma,1,Number,2017,205908.901394,261202.302605,151162.36547
5,Prevalence,67,Japan,3,Both,8,15-19 years,515,Asthma,3,Rate,2017,3343.9877148499995,4241.95984287,2454.89675123
5,Prevalence,22,Fiji,3,Both,22,All ages,515,Asthma,1,Number,2017,86631.8517539,97890.3011182,75490.2859283
5,Prevalence,22,Fiji,3,Both,22,All ages,515,Asthma,3,Rate,2017,9552.11713757,10793.4853519,8323.636622529999
5,Prevalence,48,Hungary,3,Both,5,1-4 years,515,Asthma,1,Number,2017,9710.79863015,13976.981041,6189.00450317
5,Prevalence,48,Hungary,3,Both,5,1-4 years,515,Asthma,3,Rate,2017,2695.95671296,3880.3539543600004,1718.21998091
5,Prevalence,48,Hungary,3,Both,6,5-9 years,515,Asthma,1,Number,2017,15879.4273508,23004.7475868,10623.3243861
5,Prevalence,48,Hungary,3,Both,6,5-9 years,515,Asthma,3,Rate,2017,3389.55908495,4910.50145935,2267.61235716
5,Prevalence,48,Hungary,3,Both,7,10-14 years,515,Asthma,1,Number,2017,13232.5580266,17368.1415921,9950.26330698
5,Prevalence,48,Hungary,3,Both,7,10-14 years,515,Asthma,3,Rate,2017,2718.6001480299997,3568.24675987,2044.25986607
5,Prevalence,48,Hungary,3,Both,8,15-19 years,515,Asthma,1,Number,2017,12380.8490139,16345.9895396,9167.6983785
5,Prevalence,48,Hungary,3,Both,8,15-19 years,515,Asthma,3,Rate,2017,2529.83868231,3340.05499877,1873.2800924800001
5,Prevalence,69,Singapore,3,Both,8,15-19 years,515,Asthma,1,Number,2017,12288.4386177,15689.7621895,8839.41147587
5,Prevalence,69,Singapore,3,Both,8,15-19 years,515,Asthma,3,Rate,2017,3424.0859613899997,4371.8405667199995,2463.03909578
5,Prevalence,41,Uzbekistan,3,Both,6,5-9 years,515,Asthma,1,Number,2017,149892.711521,214811.148395,97357.9155195
5,Prevalence,41,Uzbekistan,3,Both,6,5-9 years,515,Asthma,3,Rate,2017,4693.16653424,6725.77393924,3048.29305123
5,Prevalence,41,Uzbekistan,3,Both,7,10-14 years,515,Asthma,1,Number,2017,100752.92891,133452.392863,74431.3730467
5,Prevalence,41,Uzbekistan,3,Both,7,10-14 years,515,Asthma,3,Rate,2017,3601.39234004,4770.22782975,2660.53383906
5,Prevalence,41,Uzbekistan,3,Both,8,15-19 years,515,Asthma,1,Number,2017,83042.6147701,109052.018321,59717.3765478
5,Prevalence,41,Uzbekistan,3,Both,8,15-19 years,515,Asthma,3,Rate,2017,3004.06121225,3944.9497015800002,2160.27222988
5,Prevalence,41,Uzbekistan,3,Both,22,All ages,515,Asthma,1,Number,2017,1195637.90859,1356882.29899,1046313.71031
5,Prevalence,41,Uzbekistan,3,Both,22,All ages,515,Asthma,3,Rate,2017,3708.9114910900003,4209.09734849,3245.70249536
5,Prevalence,60,Lithuania,3,Both,5,1-4 years,515,Asthma,1,Number,2017,3264.95391512,4726.77343869,2074.33432906
5,Prevalence,60,Lithuania,3,Both,5,1-4 years,515,Asthma,3,Rate,2017,2794.65823015,4045.91202078,1775.53976426
5,Prevalence,60,Lithuania,3,Both,6,5-9 years,515,Asthma,1,Number,2017,5612.35144118,8127.71683572,3689.28894285
5,Prevalence,60,Lithuania,3,Both,6,5-9 years,515,Asthma,3,Rate,2017,3943.20173835,5710.48115773,2592.07049401
5,Prevalence,60,Lithuania,3,Both,7,10-14 years,515,Asthma,1,Number,2017,4319.53699904,5583.35066091,3231.39211014
5,Prevalence,60,Lithuania,3,Both,7,10-14 years,515,Asthma,3,Rate,2017,3336.5519242799996,4312.763010420001,2496.03315484
5,Prevalence,60,Lithuania,3,Both,8,15-19 years,515,Asthma,1,Number,2017,4378.98023947,5780.23864425,3194.51254545
5,Prevalence,60,Lithuania,3,Both,8,15-19 years,515,Asthma,3,Rate,2017,2856.7352345100003,3770.8805466,2084.01866339
5,Prevalence,60,Lithuania,3,Both,22,All ages,515,Asthma,1,Number,2017,98504.8605247,111084.411391,87344.1647354
5,Prevalence,60,Lithuania,3,Both,22,All ages,515,Asthma,3,Rate,2017,3459.1664690499997,3900.9188894100002,3067.23956879
5,Prevalence,71,Australia,3,Both,5,1-4 years,515,Asthma,1,Number,2017,134337.037322,180344.058133,95062.0248425
5,Prevalence,71,Australia,3,Both,5,1-4 years,515,Asthma,3,Rate,2017,11103.6321084,14906.3438823,7857.3546981
5,Prevalence,71,Australia,3,Both,6,5-9 years,515,Asthma,1,Number,2017,192200.259936,254694.977652,139951.013136
5,Prevalence,71,Australia,3,Both,6,5-9 years,515,Asthma,3,Rate,2017,12455.766408200001,16505.8109081,9069.69183493
5,Prevalence,71,Australia,3,Both,7,10-14 years,515,Asthma,1,Number,2017,154547.222118,193960.617032,115549.371246
5,Prevalence,71,Australia,3,Both,7,10-14 years,515,Asthma,3,Rate,2017,10635.9509011,13348.383563399999,7952.11600948
5,Prevalence,71,Australia,3,Both,8,15-19 years,515,Asthma,1,Number,2017,145931.456673,177218.016924,113294.619288
5,Prevalence,71,Australia,3,Both,8,15-19 years,515,Asthma,3,Rate,2017,10163.395111,12342.3473449,7890.402837250001
5,Prevalence,34,Azerbaijan,3,Both,5,1-4 years,515,Asthma,1,Number,2017,19958.7995891,29191.4744495,12719.5007908
5,Prevalence,34,Azerbaijan,3,Both,5,1-4 years,515,Asthma,3,Rate,2017,2907.39350066,4252.31501075,1852.8465986100002
5,Prevalence,34,Azerbaijan,3,Both,6,5-9 years,515,Asthma,1,Number,2017,31936.3867217,46640.6066792,21364.2793392
5,Prevalence,34,Azerbaijan,3,Both,6,5-9 years,515,Asthma,3,Rate,2017,3778.18753664,5517.748779529999,2527.4698303100004
5,Prevalence,34,Azerbaijan,3,Both,7,10-14 years,515,Asthma,1,Number,2017,21477.9874292,28111.8720776,15874.9974812
5,Prevalence,34,Azerbaijan,3,Both,7,10-14 years,515,Asthma,3,Rate,2017,2993.93960233,3918.67475415,2212.90676338
5,Prevalence,34,Azerbaijan,3,Both,8,15-19 years,515,Asthma,1,Number,2017,17035.4237343,22472.4087761,12432.5693945
5,Prevalence,34,Azerbaijan,3,Both,8,15-19 years,515,Asthma,3,Rate,2017,2478.0453110599997,3268.9323180099996,1808.4945096200001
5,Prevalence,30,Vanuatu,3,Both,22,All ages,515,Asthma,1,Number,2017,29953.4746327,34669.8541433,25398.3588062
5,Prevalence,30,Vanuatu,3,Both,22,All ages,515,Asthma,3,Rate,2017,10416.1464534,12056.239975499999,8832.131438639999
5,Prevalence,69,Singapore,3,Both,22,All ages,515,Asthma,1,Number,2017,225596.93096,254577.114068,197965.469903
5,Prevalence,69,Singapore,3,Both,22,All ages,515,Asthma,3,Rate,2017,4051.3190929999996,4571.75156806,3555.10726391
5,Prevalence,62,Russian Federation,3,Both,22,All ages,515,Asthma,1,Number,2017,4238484.73649,4749456.6716,3771057.62883
5,Prevalence,62,Russian Federation,3,Both,22,All ages,515,Asthma,3,Rate,2017,2899.30130715,3248.82753916,2579.56156324
5,Prevalence,7,North Korea,3,Both,5,1-4 years,515,Asthma,1,Number,2017,64314.6436422,91800.2968086,41183.4671679
5,Prevalence,7,North Korea,3,Both,5,1-4 years,515,Asthma,3,Rate,2017,5912.56137304,8439.36712086,3786.07053379
5,Prevalence,7,North Korea,3,Both,6,5-9 years,515,Asthma,1,Number,2017,91194.3937153,129495.688409,62483.799004
5,Prevalence,7,North Korea,3,Both,6,5-9 years,515,Asthma,3,Rate,2017,5906.94924936,8387.845220270001,4047.2732433099995
5,Prevalence,7,North Korea,3,Both,7,10-14 years,515,Asthma,1,Number,2017,64733.5015782,82748.4980782,48178.6883945
5,Prevalence,7,North Korea,3,Both,7,10-14 years,515,Asthma,3,Rate,2017,3606.96372599,4610.76295383,2684.5262061900003
5,Prevalence,7,North Korea,3,Both,8,15-19 years,515,Asthma,1,Number,2017,52702.2315429,69924.6771802,39248.4773064
5,Prevalence,7,North Korea,3,Both,8,15-19 years,515,Asthma,3,Rate,2017,2705.37418807,3589.45743309,2014.7499321599998
5,Prevalence,7,North Korea,3,Both,22,All ages,515,Asthma,1,Number,2017,828415.533094,923545.198723,734148.860315
5,Prevalence,7,North Korea,3,Both,22,All ages,515,Asthma,3,Rate,2017,3221.32055463,3591.2353316999997,2854.76155313
5,Prevalence,47,Czech Republic,3,Both,5,1-4 years,515,Asthma,1,Number,2017,11925.144524,17399.1616462,7477.06505298
5,Prevalence,47,Czech Republic,3,Both,5,1-4 years,515,Asthma,3,Rate,2017,2705.81617157,3947.8710601,1696.54661169
5,Prevalence,47,Czech Republic,3,Both,6,5-9 years,515,Asthma,1,Number,2017,19544.6173857,28277.5326057,12962.2515214
5,Prevalence,47,Czech Republic,3,Both,6,5-9 years,515,Asthma,3,Rate,2017,3317.18680692,4799.37039652,2200.00263429
5,Prevalence,47,Czech Republic,3,Both,7,10-14 years,515,Asthma,1,Number,2017,14164.5009921,18597.1805731,10547.8489276
5,Prevalence,47,Czech Republic,3,Both,7,10-14 years,515,Asthma,3,Rate,2017,2712.01947866,3560.7266356,2019.55379619
5,Prevalence,47,Czech Republic,3,Both,8,15-19 years,515,Asthma,1,Number,2017,11647.5114144,15348.0362719,8589.49762049
5,Prevalence,47,Czech Republic,3,Both,8,15-19 years,515,Asthma,3,Rate,2017,2527.84861895,3330.97010281,1864.17071638
5,Prevalence,51,Poland,3,Both,5,1-4 years,515,Asthma,1,Number,2017,62687.9444824,90515.9565941,40168.4155806
5,Prevalence,51,Poland,3,Both,5,1-4 years,515,Asthma,3,Rate,2017,4161.47065223,6008.80280946,2666.5363486700003
5,Prevalence,51,Poland,3,Both,6,5-9 years,515,Asthma,1,Number,2017,112164.825202,149122.309934,77257.2928957
5,Prevalence,51,Poland,3,Both,6,5-9 years,515,Asthma,3,Rate,2017,5409.70169729,7192.158608590001,3726.1138485599995
5,Prevalence,51,Poland,3,Both,7,10-14 years,515,Asthma,1,Number,2017,74204.9297594,94780.0448447,55147.6900438
5,Prevalence,51,Poland,3,Both,7,10-14 years,515,Asthma,3,Rate,2017,4035.6137863199997,5154.58550912,2999.19127942
5,Prevalence,77,Cyprus,3,Both,5,1-4 years,515,Asthma,1,Number,2017,2122.82910403,2930.91727748,1488.56058144
5,Prevalence,77,Cyprus,3,Both,5,1-4 years,515,Asthma,3,Rate,2017,3906.62171781,5393.73851035,2739.38353525
5,Prevalence,77,Cyprus,3,Both,6,5-9 years,515,Asthma,1,Number,2017,3198.9362426,4328.83960299,2283.59850733
5,Prevalence,77,Cyprus,3,Both,6,5-9 years,515,Asthma,3,Rate,2017,4617.041662250001,6247.837181020001,3295.9298493700003
5,Prevalence,77,Cyprus,3,Both,7,10-14 years,515,Asthma,1,Number,2017,3062.71476603,3810.95550899,2307.29535377
5,Prevalence,77,Cyprus,3,Both,7,10-14 years,515,Asthma,3,Rate,2017,4866.72928244,6055.70227283,3666.34920952
5,Prevalence,77,Cyprus,3,Both,8,15-19 years,515,Asthma,1,Number,2017,3775.19201164,4647.62067002,2924.95103666
5,Prevalence,77,Cyprus,3,Both,8,15-19 years,515,Asthma,3,Rate,2017,5532.70503954,6811.28647857,4286.64059764
5,Prevalence,51,Poland,3,Both,8,15-19 years,515,Asthma,1,Number,2017,70374.4922585,93393.5225468,51315.6784894
5,Prevalence,51,Poland,3,Both,8,15-19 years,515,Asthma,3,Rate,2017,3714.79134883,4929.8749939,2708.7518843000003
