"scenario","region_id","pop","estimate","Outcome","number","Pollutant","Cause","double_counted","AgeGrp","region_name","iso3","version","epi_version","calc_causes","pop_year","ref"
"scenario","BGD.1_1",8038946.67188847,"low","YLLs",-14026.2641528796,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","Deaths.child",-157.01839130463,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","YLDs",-4672.86072553154,"PM25","Diabetes",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","Deaths",-288.351280461869,"PM25","Diabetes",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","exac",-5677.14144609431,"PM25","Asthma",FALSE,"0-18","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","exac",-8336.36582113415,"PM25","Asthma",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","PTB",-12829.4235867345,"PM25","PTB",FALSE,"Newborn","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","LBW",-6742.31360970985,"PM25","LBW",FALSE,"Newborn","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","Absences",-7818110.33004944,"PM25","Absences",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLLs",-44411.1724566836,"PM25","COPD",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLDs",-10320.3778700767,"PM25","COPD",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Deaths",-2300.60497265484,"PM25","COPD",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLLs",-105561.965523519,"PM25","IHD",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Deaths",-3921.79528203065,"PM25","IHD",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLLs",-7539.90067274328,"PM25","LC",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Deaths",-278.204512876518,"PM25","LC",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLLs",-22411.3721986425,"PM25","LRI",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Deaths",-1106.96493955826,"PM25","LRI",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLLs",-324630.020526918,"PM25","NCD.LRI",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Deaths",-13653.1110739357,"PM25","NCD.LRI",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLLs",-108556.868047473,"PM25","Stroke",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLDs",-6508.59623252008,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Deaths",-4601.53395551586,"PM25","Stroke",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLLs",-34550.5136560089,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Deaths.child",-386.649302311149,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLDs",-16872.5155478441,"PM25","Diabetes",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Deaths",-733.417096763772,"PM25","Diabetes",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","exac",-17035.2291530898,"PM25","Asthma",FALSE,"0-18","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","exac",-17846.4913317972,"PM25","Asthma",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","PTB",-35269.2842252566,"PM25","PTB",FALSE,"Newborn","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","LBW",-57177.3421631921,"PM25","LBW",FALSE,"Newborn","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Absences",-11005410.5835086,"PM25","Absences",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLLs",-83665.523986642,"PM25","COPD",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLDs",-20948.5078753341,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Deaths",-4367.70427295939,"PM25","COPD",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLLs",-266379.743012083,"PM25","IHD",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Deaths",-10013.5682072184,"PM25","IHD",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLLs",-13823.7277739618,"PM25","LC",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Deaths",-523.490553329852,"PM25","LC",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLLs",-47078.2158225178,"PM25","LRI",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Deaths",-2334.09069089047,"PM25","LRI",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLLs",-776936.61640023,"PM25","NCD.LRI",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Deaths",-33091.9235496658,"PM25","NCD.LRI",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLLs",-217814.436796321,"PM25","Stroke",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLDs",-12767.915206126,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Deaths",-9164.13813137183,"PM25","Stroke",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLLs",-76104.2682631756,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Deaths.child",-851.721575010534,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLDs",-35182.2110981037,"PM25","Diabetes",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Deaths",-1791.56876196356,"PM25","Diabetes",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","exac",-37335.0241863679,"PM25","Asthma",FALSE,"0-18","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","exac",-43328.8983640487,"PM25","Asthma",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","PTB",-107896.378796132,"PM25","PTB",FALSE,"Newborn","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","LBW",-87978.4880286998,"PM25","LBW",FALSE,"Newborn","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Absences",-31257312.9782358,"PM25","Absences",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLLs",-34187.9204630387,"PM25","COPD",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLDs",-8688.72345177022,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Deaths",-1827.38836639479,"PM25","COPD",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLLs",-195843.167130183,"PM25","IHD",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Deaths",-7490.49158561963,"PM25","IHD",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLLs",-6729.89063960653,"PM25","LC",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Deaths",-255.455075340455,"PM25","LC",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLLs",-21712.5110522732,"PM25","LRI",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Deaths",-1089.06384414214,"PM25","LRI",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLLs",-528030.542679497,"PM25","NCD.LRI",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Deaths",-22823.7227593608,"PM25","NCD.LRI",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLLs",-94621.7889297096,"PM25","Stroke",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLDs",-5023.32914658287,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Deaths",-4011.66641277066,"PM25","Stroke",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLLs",-46714.8234419414,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Deaths.child",-522.953677970447,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLDs",-15563.0794759538,"PM25","Diabetes",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Deaths",-960.361148857194,"PM25","Diabetes",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","exac",-18907.8615245369,"PM25","Asthma",FALSE,"0-18","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","exac",-27764.4747907992,"PM25","Asthma",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","PTB",-42728.7160133184,"PM25","PTB",FALSE,"Newborn","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","LBW",-22455.4440465981,"PM25","LBW",FALSE,"Newborn","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Absences",-26038411.9204611,"PM25","Absences",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLLs",-147912.520222832,"PM25","COPD",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLDs",-34372.2765235228,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Deaths",-7662.22238051597,"PM25","COPD",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLLs",-351576.765407135,"PM25","IHD",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Deaths",-13061.6372384437,"PM25","IHD",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLLs",-25111.8277010821,"PM25","LC",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Deaths",-926.567085727506,"PM25","LC",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLLs",-74641.6354305061,"PM25","LRI",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Deaths",-3686.77440722996,"PM25","LRI",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLLs",-1081188.39967486,"PM25","NCD.LRI",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Deaths",-45472.0277830486,"PM25","NCD.LRI",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLLs",-361551.36314089,"PM25","Stroke",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLDs",-21677.0424785304,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Deaths",-15325.5238851244,"PM25","Stroke",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLLs",-115071.349553721,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Deaths.child",-1287.74516824617,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLDs",-56194.3348740603,"PM25","Diabetes",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Deaths",-2442.66397746309,"PM25","Diabetes",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","exac",-56736.2566044517,"PM25","Asthma",FALSE,"0-18","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","exac",-59438.1855735892,"PM25","Asthma",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","PTB",-117465.232905104,"PM25","PTB",FALSE,"Newborn","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","LBW",-190430.567606601,"PM25","LBW",FALSE,"Newborn","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Absences",-36653795.1026061,"PM25","Absences",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.3_1",48040141.5074719,"central","YLLs",-150120.142315131,"PM25","COPD",TRUE,"25+","Dhaka","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.3_1",48040141.5074719,"central","YLDs",-37587.6804887624,"PM25","COPD",FALSE,"25+","Dhaka","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
"scenario","BGD.3_1",48040141.5074719,"central","Deaths",-7836.92440809614,"PM25","COPD",TRUE,"25+","Dhaka","BGD","0.6.1","gbd2021","GEMM and GBD",2021,"0.6.1"
