"scenario","region_id","pollutant","pop","estimate","number","cause","outcome","double_counted","age_group","region_name","iso3","version","epi_version","calc_causes","pop_year","ref"
"scenario","BGD.2_1","PM25",28499103.7888021,"central",-4546.77562965893,"IHD","Deaths",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"central",-10831.9898060196,"LC","YLLs",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"central",-446.097418055694,"LC","Deaths",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"central",-27421.4662657339,"LRI","YLLs",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"central",-1438.13899521628,"LRI","Deaths",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"central",-82003.6331624764,"Stroke","YLLs",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"central",-5727.07656665691,"Stroke","YLDs",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"central",-3503.7411965113,"Stroke","Deaths",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"central",-39740.725761056,"Asthma.0to17","AsthmaERV",FALSE,"0-18","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"central",-46120.8183184478,"Asthma.18to99","AsthmaERV",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"central",-114848.737714594,"PTB","PTB",FALSE,"Newborn","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"central",-93647.4273638613,"LBW","LBW",FALSE,"Newborn","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"central",-33271394.0908365,"Absences","Absences",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"low",-37262.2158476637,"LRI.child","YLLs",FALSE,"0-4","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"low",-422.775951430849,"LRI.child","Deaths.child",FALSE,"0-4","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"low",-26839.7858558365,"COPD","YLLs",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"low",-12297.3847102982,"COPD","YLDs",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"low",-1501.52487186608,"COPD","Deaths",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"low",-12083.4843652036,"Diabetes","YLDs",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"low",-863.866210234773,"Diabetes","Deaths",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"low",-61469.1818906465,"IHD","YLLs",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"low",-2382.3898617006,"IHD","Deaths",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"low",-5141.28221538009,"LC","YLLs",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"low",-216.61475479642,"LC","Deaths",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"low",-16976.0957247079,"LRI","YLLs",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"low",-886.267458276429,"LRI","Deaths",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"low",-25046.7761810712,"Stroke","YLLs",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"low",-1641.95923847143,"Stroke","YLDs",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"low",-1092.9496883808,"Stroke","Deaths",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"low",-20126.1993516802,"Asthma.0to17","AsthmaERV",FALSE,"0-18","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"low",-29553.4930700214,"Asthma.18to99","AsthmaERV",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"low",-45481.9629078307,"PTB","PTB",FALSE,"Newborn","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"low",-23902.3721866083,"LBW","LBW",FALSE,"Newborn","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"low",-27716210.4467655,"Absences","Absences",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"high",-110175.489550736,"LRI.child","YLLs",FALSE,"0-4","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"high",-1248.53834455435,"LRI.child","Deaths.child",FALSE,"0-4","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"high",-122592.42433278,"COPD","YLLs",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"high",-34147.8083170996,"COPD","YLDs",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"high",-6800.46602089562,"COPD","Deaths",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"high",-44138.2775749655,"Diabetes","YLDs",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"high",-2290.93796183458,"Diabetes","Deaths",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"high",-193053.303765006,"IHD","YLLs",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"high",-7423.52775683936,"IHD","Deaths",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"high",-21293.8942248298,"LC","YLLs",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"high",-871.674020827873,"LC","Deaths",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"high",-39912.7806190937,"LRI","YLLs",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"high",-2074.47386981344,"LRI","Deaths",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"high",-157594.934321065,"Stroke","YLLs",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"high",-11165.8610346545,"Stroke","YLDs",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"high",-6669.08336251441,"Stroke","Deaths",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"high",-60392.0866147368,"Asthma.0to17","AsthmaERV",FALSE,"0-18","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"high",-63268.1157731042,"Asthma.18to99","AsthmaERV",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"high",-125034.165882363,"PTB","PTB",FALSE,"Newborn","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"high",-202701.059626992,"LBW","LBW",FALSE,"Newborn","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.2_1","PM25",28499103.7888021,"high",-39015601.3292865,"Absences","Absences",FALSE,"25+","Chittagong","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.3_1","PM25",47740507.9136481,"central",-114950.05670892,"LRI.child","YLLs",FALSE,"0-4","Dhaka","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.3_1","PM25",47740507.9136481,"central",-1303.26835195668,"LRI.child","Deaths.child",FALSE,"0-4","Dhaka","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.3_1","PM25",47740507.9136481,"central",-95929.5144970173,"COPD","YLLs",FALSE,"25+","Dhaka","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.3_1","PM25",47740507.9136481,"central",-39120.5127162421,"COPD","YLDs",FALSE,"25+","Dhaka","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.3_1","PM25",47740507.9136481,"central",-5292.31336055941,"COPD","Deaths",FALSE,"25+","Dhaka","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.3_1","PM25",47740507.9136481,"central",-46234.1810647163,"Diabetes","YLDs",FALSE,"25+","Dhaka","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.3_1","PM25",47740507.9136481,"central",-2749.52012785651,"Diabetes","Deaths",FALSE,"25+","Dhaka","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.3_1","PM25",47740507.9136481,"central",-195827.808543668,"IHD","YLLs",FALSE,"25+","Dhaka","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.3_1","PM25",47740507.9136481,"central",-7616.56856081918,"IHD","Deaths",FALSE,"25+","Dhaka","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.3_1","PM25",47740507.9136481,"central",-18145.2967394017,"LC","YLLs",FALSE,"25+","Dhaka","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.3_1","PM25",47740507.9136481,"central",-747.283755825096,"LC","Deaths",FALSE,"25+","Dhaka","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.3_1","PM25",47740507.9136481,"central",-45935.2945609975,"LRI","YLLs",FALSE,"25+","Dhaka","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.3_1","PM25",47740507.9136481,"central",-2409.11035627105,"LRI","Deaths",FALSE,"25+","Dhaka","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.3_1","PM25",47740507.9136481,"central",-137369.059987047,"Stroke","YLLs",FALSE,"25+","Dhaka","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.3_1","PM25",47740507.9136481,"central",-9593.75937498687,"Stroke","YLDs",FALSE,"25+","Dhaka","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.3_1","PM25",47740507.9136481,"central",-5869.32085861383,"Stroke","Deaths",FALSE,"25+","Dhaka","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.3_1","PM25",47740507.9136481,"central",-66572.003342618,"Asthma.0to17","AsthmaERV",FALSE,"0-18","Dhaka","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.3_1","PM25",47740507.9136481,"central",-77259.6678208828,"Asthma.18to99","AsthmaERV",FALSE,"25+","Dhaka","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.3_1","PM25",47740507.9136481,"central",-192389.806794212,"PTB","PTB",FALSE,"Newborn","Dhaka","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
"scenario","BGD.3_1","PM25",47740507.9136481,"central",-156874.257530645,"LBW","LBW",FALSE,"Newborn","Dhaka","BGD","0.7.0","gbd2019","GBD only",2020,"0.6.0"
