"scenario","region_id","pop","estimate","Outcome","number","Pollutant","Cause","double_counted","AgeGrp","region_name","iso3","version","epi_version","pop_year","rr_sources","ref"
"scenario","BGD.1_1",8051846.7704289,"central","Deaths",-2750.09459063435,"PM25","IHD",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","YLLs",-7559.68137493712,"PM25","LRI",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","Deaths",-374.801415369252,"PM25","LRI",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","YLLs",-71555.7655403431,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","YLDs",-3814.26288148686,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","Deaths",-3431.5050574295,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","exac",-11227.9402448924,"PM25","Asthma",FALSE,"0-18","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","exac",-13030.5066706288,"PM25","Asthma",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","PTB",-32448.1936241944,"PM25","PTB",FALSE,"Newborn","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","LBW",-26458.191147574,"PM25","LBW",FALSE,"Newborn","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"central","Absences",-9400161.10833739,"PM25","Absences",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","YLLs",-7886.95603803821,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","Deaths.child",-88.2913037915978,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","YLLs",-21998.5005458232,"PM25","COPD",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","YLDs",-5590.8310598452,"PM25","COPD",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","Deaths",-1175.84817769269,"PM25","COPD",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","YLDs",-4270.04986114606,"PM25","Diabetes",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","Deaths",-263.494766358019,"PM25","Diabetes",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","YLLs",-1684.51259842346,"PM25","LC",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","Deaths",-63.9412013933363,"PM25","LC",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","YLLs",-316.348835528556,"PM25","Dementia",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","YLDs",-406.510257335748,"PM25","Dementia",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","Deaths",-22.1394598605408,"PM25","Dementia",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","YLLs",-38964.9227292191,"PM25","IHD",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","Deaths",-1663.40153627044,"PM25","IHD",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","YLLs",-2714.72389931089,"PM25","LRI",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","Deaths",-136.166085923927,"PM25","LRI",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","YLLs",-36551.6725595387,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","YLDs",-1740.54805336605,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","Deaths",-1798.34782426091,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","exac",-5686.25155554915,"PM25","Asthma",FALSE,"0-18","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","exac",-8349.74318821356,"PM25","Asthma",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","PTB",-12850.0109640665,"PM25","PTB",FALSE,"Newborn","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","LBW",-6753.13300104378,"PM25","LBW",FALSE,"Newborn","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"low","Absences",-7830656.0524897,"PM25","Absences",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"high","YLLs",-39632.7796607257,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"high","Deaths.child",-443.524132724607,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"high","YLLs",-47246.8630679952,"PM25","COPD",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"high","YLDs",-10979.342653317,"PM25","COPD",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"high","Deaths",-2447.50052979549,"PM25","COPD",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"high","YLDs",-18175.8184579781,"PM25","Diabetes",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"high","Deaths",-790.069267795638,"PM25","Diabetes",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"high","YLLs",-6095.89551817155,"PM25","LC",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"high","Deaths",-224.924135845683,"PM25","LC",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"high","YLLs",-20737.1329287001,"PM25","Dementia",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"high","YLDs",-4254.10383008771,"PM25","Dementia",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"high","Deaths",-1413.14232084324,"PM25","Dementia",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"high","YLLs",-97757.0038315654,"PM25","IHD",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"high","Deaths",-4023.1813973535,"PM25","IHD",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"high","YLLs",-13504.9203799378,"PM25","LRI",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"high","Deaths",-667.048551941078,"PM25","LRI",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"high","YLLs",-113060.440513703,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"high","YLDs",-6239.42270847278,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"high","Deaths",-5375.36042997982,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"high","exac",-17062.565587041,"PM25","Asthma",FALSE,"0-18","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"high","exac",-17875.1295982489,"PM25","Asthma",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"high","PTB",-35325.8808492332,"PM25","PTB",FALSE,"Newborn","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"high","LBW",-57269.0946499656,"PM25","LBW",FALSE,"Newborn","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.1_1",8051846.7704289,"high","Absences",-11023070.9669892,"PM25","Absences",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"central","YLLs",-73998.8009208118,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"central","Deaths.child",-828.158219079301,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"central","YLLs",-108845.918724236,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"central","YLDs",-27253.275625892,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"central","Deaths",-5682.23040570377,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"central","YLDs",-33243.0200616339,"PM25","Diabetes",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"central","Deaths",-1692.82016214613,"PM25","Diabetes",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"central","YLLs",-11192.7312861729,"PM25","LC",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"central","Deaths",-423.857384207714,"PM25","LC",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"central","YLLs",-17157.4874605154,"PM25","Dementia",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"central","YLDs",-7467.05576850964,"PM25","Dementia",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"central","Deaths",-1179.76032538849,"PM25","Dementia",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"central","YLLs",-219136.233493118,"PM25","IHD",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"central","Deaths",-9159.25879121182,"PM25","IHD",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"central","YLLs",-25177.7078242903,"PM25","LRI",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"central","Deaths",-1248.28548456859,"PM25","LRI",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"central","YLLs",-238318.266149566,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"central","YLDs",-12703.4978899373,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"central","Deaths",-11428.713387309,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"central","exac",-37394.9357034697,"PM25","Asthma",FALSE,"0-18","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"central","exac",-43398.4282516519,"PM25","Asthma",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"central","PTB",-108069.520126139,"PM25","PTB",FALSE,"Newborn","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"central","LBW",-88119.6671173703,"PM25","LBW",FALSE,"Newborn","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"central","Absences",-31307471.591545,"PM25","Absences",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"low","YLLs",-26267.7042721791,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"low","Deaths.child",-294.056394712667,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"low","YLLs",-73266.5560682887,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"low","YLDs",-18620.4026252258,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"low","Deaths",-3916.19175403633,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"low","YLDs",-14221.5078211522,"PM25","Diabetes",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"low","Deaths",-877.57590717863,"PM25","Diabetes",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"low","YLLs",-5610.31132476728,"PM25","LC",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"low","Deaths",-212.957769880734,"PM25","LC",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"low","YLLs",-1053.60770599392,"PM25","Dementia",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"low","YLDs",-1353.89257551369,"PM25","Dementia",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"low","Deaths",-73.7360245901814,"PM25","Dementia",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"low","YLLs",-129773.649339882,"PM25","IHD",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"low","Deaths",-5540.0004044537,"PM25","IHD",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"low","YLLs",-9041.45581943077,"PM25","LRI",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"low","Deaths",-453.504553556448,"PM25","LRI",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"low","YLLs",-121736.259314348,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"low","YLDs",-5796.93880843652,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"low","Deaths",-5989.44239049572,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"low","exac",-18938.2029718447,"PM25","Asthma",FALSE,"0-18","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"low","exac",-27809.0284463144,"PM25","Asthma",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"low","PTB",-42797.2827882424,"PM25","PTB",FALSE,"Newborn","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"low","LBW",-22491.4782999392,"PM25","LBW",FALSE,"Newborn","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"low","Absences",-26080195.7627131,"PM25","Absences",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"high","YLLs",-131997.963547839,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"high","Deaths.child",-1477.16821290696,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"high","YLLs",-157356.858700957,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"high","YLDs",-36566.9752093596,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"high","Deaths",-8151.46170621498,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"high","YLDs",-60535.0178010805,"PM25","Diabetes",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"high","Deaths",-2631.34544948662,"PM25","Diabetes",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"high","YLLs",-20302.5324311636,"PM25","LC",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"high","Deaths",-749.115457925062,"PM25","LC",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"high","YLLs",-69065.5396830959,"PM25","Dementia",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"high","YLDs",-14168.3991660341,"PM25","Dementia",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"high","Deaths",-4706.50583056174,"PM25","Dementia",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"high","YLLs",-325582.145354592,"PM25","IHD",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"high","Deaths",-13399.306230354,"PM25","IHD",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"high","YLLs",-44978.4749716659,"PM25","LRI",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"high","Deaths",-2221.62187960311,"PM25","LRI",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"high","YLLs",-376550.623836743,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"high","YLDs",-20780.5533268889,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"high","Deaths",-17902.7723053221,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"high","exac",-56827.3012811843,"PM25","Asthma",FALSE,"0-18","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"high","exac",-59533.5660360129,"PM25","Asthma",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"high","PTB",-117653.729376271,"PM25","PTB",FALSE,"Newborn","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"high","LBW",-190736.15155777,"PM25","LBW",FALSE,"Newborn","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.2_1",26816876.9789587,"high","Absences",-36712613.451328,"PM25","Absences",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
"scenario","BGD.3_1",48117231.5274256,"central","YLLs",-132775.245956206,"PM25","LRI.child",FALSE,"0-4","Dhaka","BGD","0.6.0","gbd2021",2021,"gbd2023","0.6.0"
