"scenario","region_id","pop","estimate","Outcome","number","Pollutant","Cause","double_counted","AgeGrp","region_name","iso3","version","epi_version","pop_year","rr_sources","ref"
"scenario","BGD.1_1",8038946.67188847,"central","Absences",-9385100.83607304,"PM25","Absences",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","YLLs",-7874.32011574913,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","Deaths.child",-88.1498497188058,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","YLLs",-21963.2561065196,"PM25","COPD",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","YLDs",-5581.87382634943,"PM25","COPD",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","Deaths",-1173.96431703398,"PM25","COPD",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","YLDs",-4263.20868972889,"PM25","Diabetes",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","Deaths",-263.072613708096,"PM25","Diabetes",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","YLLs",-1681.81379166126,"PM25","LC",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","Deaths",-63.8387593297594,"PM25","LC",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","YLLs",-315.842003832943,"PM25","Dementia",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","YLDs",-405.858975396729,"PM25","Dementia",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","Deaths",-22.103989586208,"PM25","Dementia",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","YLLs",-38902.4958901152,"PM25","IHD",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","Deaths",-1660.73655215661,"PM25","IHD",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","YLLs",-2710.37456097775,"PM25","LRI",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","Deaths",-135.947930266429,"PM25","LRI",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","YLLs",-36493.1120589133,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","YLDs",-1737.75947056723,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","Deaths",-1795.46663876343,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","exac",-5677.14144609431,"PM25","Asthma",FALSE,"0-18","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","exac",-8336.36582113415,"PM25","Asthma",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","PTB",-12829.4235867345,"PM25","PTB",FALSE,"Newborn","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","LBW",-6742.31360970985,"PM25","LBW",FALSE,"Newborn","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","Absences",-7818110.33004944,"PM25","Absences",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLLs",-39569.282828554,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Deaths.child",-442.81354977633,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLLs",-47171.1674907343,"PM25","COPD",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLDs",-10961.7523282431,"PM25","COPD",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Deaths",-2443.57931781613,"PM25","COPD",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLDs",-18146.6984491347,"PM25","Diabetes",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Deaths",-788.803474779587,"PM25","Diabetes",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLLs",-6086.12910617706,"PM25","LC",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Deaths",-224.563778327804,"PM25","LC",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLLs",-20703.9093632432,"PM25","Dementia",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLDs",-4247.28820627196,"PM25","Dementia",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Deaths",-1410.87828431717,"PM25","Dementia",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLLs",-97600.3844846752,"PM25","IHD",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Deaths",-4016.73574110201,"PM25","IHD",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLLs",-13483.2837531305,"PM25","LRI",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Deaths",-665.979854001757,"PM25","LRI",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLLs",-112879.303084585,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLDs",-6229.42634738077,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Deaths",-5366.74840826429,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","exac",-17035.2291530898,"PM25","Asthma",FALSE,"0-18","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","exac",-17846.4913317972,"PM25","Asthma",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","PTB",-35269.2842252566,"PM25","PTB",FALSE,"Newborn","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","LBW",-57177.3421631921,"PM25","LBW",FALSE,"Newborn","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Absences",-11005410.5835086,"PM25","Absences",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLLs",-73880.2452837054,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Deaths.child",-826.831402643545,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLLs",-108671.533503392,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLDs",-27209.6123581787,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Deaths",-5673.12673865037,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLDs",-33189.7604496712,"PM25","Diabetes",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Deaths",-1690.1080455938,"PM25","Diabetes",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLLs",-11174.7990849469,"PM25","LC",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Deaths",-423.17830993081,"PM25","LC",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLLs",-17129.9989494623,"PM25","Dementia",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLDs",-7455.09258068863,"PM25","Dementia",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Deaths",-1177.87019696385,"PM25","Dementia",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLLs",-218785.148942401,"PM25","IHD",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Deaths",-9144.58447557558,"PM25","IHD",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLLs",-25137.3698842853,"PM25","LRI",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Deaths",-1246.28556998791,"PM25","LRI",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLLs",-237936.449504892,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLDs",-12683.1452454744,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Deaths",-11410.4031122764,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","exac",-37335.0241863679,"PM25","Asthma",FALSE,"0-18","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","exac",-43328.8983640487,"PM25","Asthma",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","PTB",-107896.378796132,"PM25","PTB",FALSE,"Newborn","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","LBW",-87978.4880286998,"PM25","LBW",FALSE,"Newborn","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Absences",-31257312.9782358,"PM25","Absences",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLLs",-26225.6200170755,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Deaths.child",-293.585278386637,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLLs",-73149.1735820161,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLDs",-18590.5703351219,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Deaths",-3909.91750901272,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLDs",-14198.7231287062,"PM25","Diabetes",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Deaths",-876.169917223519,"PM25","Diabetes",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLLs",-5601.32288137094,"PM25","LC",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Deaths",-212.616584026763,"PM25","LC",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLLs",-1051.91969036002,"PM25","Dementia",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLDs",-1351.72346473262,"PM25","Dementia",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Deaths",-73.617889954698,"PM25","Dementia",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLLs",-129565.735191468,"PM25","IHD",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Deaths",-5531.12460823339,"PM25","IHD",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLLs",-9026.97023937131,"PM25","LRI",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Deaths",-452.777980684881,"PM25","LRI",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLLs",-121541.222102902,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLDs",-5787.65136370567,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Deaths",-5979.84653016175,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","exac",-18907.8615245369,"PM25","Asthma",FALSE,"0-18","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","exac",-27764.4747907992,"PM25","Asthma",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","PTB",-42728.7160133184,"PM25","PTB",FALSE,"Newborn","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","LBW",-22455.4440465981,"PM25","LBW",FALSE,"Newborn","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Absences",-26038411.9204611,"PM25","Absences",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLLs",-131786.485760761,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Deaths.child",-1474.80159863193,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLLs",-157104.75268837,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLDs",-36508.3901919126,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Deaths",-8138.40201168069,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLDs",-60438.032883577,"PM25","Diabetes",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Deaths",-2627.12969419965,"PM25","Diabetes",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLLs",-20270.0051518388,"PM25","LC",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Deaths",-747.915278202209,"PM25","LC",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLLs",-68954.8877676954,"PM25","Dementia",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLDs",-14145.6995605134,"PM25","Dementia",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Deaths",-4698.96540030687,"PM25","Dementia",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLLs",-325060.520704021,"PM25","IHD",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Deaths",-13377.8388110559,"PM25","IHD",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLLs",-44906.413645131,"PM25","LRI",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Deaths",-2218.06255439691,"PM25","LRI",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLLs",-375947.341100316,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLDs",-20747.2601963457,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Deaths",-17874.0897516831,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","exac",-56736.2566044517,"PM25","Asthma",FALSE,"0-18","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","exac",-59438.1855735892,"PM25","Asthma",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","PTB",-117465.232905104,"PM25","PTB",FALSE,"Newborn","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","LBW",-190430.567606601,"PM25","LBW",FALSE,"Newborn","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Absences",-36653795.1026061,"PM25","Absences",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
"scenario","BGD.3_1",48040141.5074719,"central","YLLs",-132562.522862313,"PM25","LRI.child",FALSE,"0-4","Dhaka","BGD","0.6.1","gbd2021",2021,"gbd2023","0.6.1"
