"scenario","region_id","pop","estimate","Outcome","number","Pollutant","Cause","double_counted","AgeGrp","region_name","iso3","version","epi_version","pop_year","rr_sources","ref"
"scenario","BGD.1_1",8038946.67188847,"low","YLDs",-4513.98789409938,"PM25","COPD",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","Deaths",-949.36949133115,"PM25","COPD",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","YLLs",-2036.73337699342,"PM25","LC",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","Deaths",-77.3108964366014,"PM25","LC",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","YLLs",-5507.20117806101,"PM25","LRI",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","Deaths",-276.232153480715,"PM25","LRI",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","YLDs",-8937.66478668734,"PM25","Diabetes",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","Deaths",-551.522340800581,"PM25","Diabetes",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","YLLs",-164218.65469371,"PM25","NCD.LRI",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","Deaths",-7441.78189603239,"PM25","NCD.LRI",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","exac",-5677.14144609431,"PM25","Asthma",FALSE,"0-18","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","exac",-8336.36582113415,"PM25","Asthma",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","PTB",-12829.4235867345,"PM25","PTB",FALSE,"Newborn","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","LBW",-6742.31360970985,"PM25","LBW",FALSE,"Newborn","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"low","Absences",-7818110.33004944,"PM25","Absences",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLLs",-47016.1257278485,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Deaths.child",-526.149984079448,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLLs",-132541.136291019,"PM25","IHD",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Deaths",-5084.31494427906,"PM25","IHD",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLLs",-117023.773780124,"PM25","Stroke",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLDs",-6935.93466121124,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Deaths",-5058.44790901528,"PM25","Stroke",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLLs",-46797.9310683962,"PM25","COPD",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLDs",-10875.0187272069,"PM25","COPD",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Deaths",-2424.24477829132,"PM25","COPD",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLLs",-7285.81123685489,"PM25","LC",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Deaths",-268.829213279543,"PM25","LC",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLLs",-16020.8049993765,"PM25","LRI",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Deaths",-791.315644603131,"PM25","LRI",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLDs",-32684.972437498,"PM25","Diabetes",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Deaths",-1420.75540099157,"PM25","Diabetes",TRUE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","YLLs",-400586.901149929,"PM25","NCD.LRI",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Deaths",-17596.7860286843,"PM25","NCD.LRI",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","exac",-17035.2291530898,"PM25","Asthma",FALSE,"0-18","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","exac",-17846.4913317972,"PM25","Asthma",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","PTB",-35269.2842252566,"PM25","PTB",FALSE,"Newborn","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","LBW",-57177.3421631921,"PM25","LBW",FALSE,"Newborn","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.1_1",8038946.67188847,"high","Absences",-11005410.5835086,"PM25","Absences",FALSE,"25+","Barisal","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLLs",-100196.430061081,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Deaths.child",-1121.34921167556,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLLs",-309102.376461091,"PM25","IHD",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Deaths",-11880.0637630389,"PM25","IHD",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLLs",-257017.455527612,"PM25","Stroke",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLDs",-14872.3651132497,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Deaths",-11055.6163114355,"PM25","Stroke",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLLs",-101255.73405613,"PM25","COPD",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLDs",-25352.8148898731,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Deaths",-5285.98975091829,"PM25","COPD",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLLs",-13588.030756641,"PM25","LC",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Deaths",-514.564946284271,"PM25","LC",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLLs",-34091.3151256934,"PM25","LRI",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Deaths",-1690.21318851753,"PM25","LRI",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLDs",-64118.3798856301,"PM25","Diabetes",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Deaths",-3265.07296970312,"PM25","Diabetes",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","YLLs",-903005.653170167,"PM25","NCD.LRI",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Deaths",-40244.2501391964,"PM25","NCD.LRI",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","exac",-37335.0241863679,"PM25","Asthma",FALSE,"0-18","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","exac",-43328.8983640487,"PM25","Asthma",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","PTB",-107896.378796132,"PM25","PTB",FALSE,"Newborn","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","LBW",-87978.4880286998,"PM25","LBW",FALSE,"Newborn","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"central","Absences",-31257312.9782358,"PM25","Absences",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLLs",-53287.7512698157,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Deaths.child",-596.53496393834,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLLs",-194994.033012884,"PM25","IHD",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Deaths",-7549.73368754512,"PM25","IHD",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLLs",-142302.484981626,"PM25","Stroke",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLDs",-7452.97065955873,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Deaths",-6179.05568106718,"PM25","Stroke",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLLs",-59154.7738778868,"PM25","COPD",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLDs",-15033.9495387745,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Deaths",-3161.89882675176,"PM25","COPD",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLLs",-6783.391433921,"PM25","LC",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Deaths",-257.485873487745,"PM25","LC",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLLs",-18341.8712130524,"PM25","LRI",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Deaths",-919.998093447398,"PM25","LRI",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLDs",-29767.1160290845,"PM25","Diabetes",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Deaths",-1836.85894504531,"PM25","Diabetes",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","YLLs",-546934.335206773,"PM25","NCD.LRI",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Deaths",-24785.040662108,"PM25","NCD.LRI",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","exac",-18907.8615245369,"PM25","Asthma",FALSE,"0-18","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","exac",-27764.4747907992,"PM25","Asthma",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","PTB",-42728.7160133184,"PM25","PTB",FALSE,"Newborn","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","LBW",-22455.4440465981,"PM25","LBW",FALSE,"Newborn","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"low","Absences",-26038411.9204611,"PM25","Absences",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLLs",-156588.382220767,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Deaths.child",-1752.35567663294,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLLs",-441431.568174059,"PM25","IHD",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Deaths",-16933.438038557,"PM25","IHD",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLLs",-389750.60437072,"PM25","Stroke",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLDs",-23100.3037994835,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Deaths",-16847.2872308905,"PM25","Stroke",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLLs",-155861.679452219,"PM25","COPD",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLDs",-36219.5217651722,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Deaths",-8074.00784439648,"PM25","COPD",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLLs",-24265.576482182,"PM25","LC",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Deaths",-895.342416021134,"PM25","LC",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLLs",-53357.6915981575,"PM25","LRI",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Deaths",-2635.49653860555,"PM25","LRI",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLDs",-108858.117883725,"PM25","Diabetes",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Deaths",-4731.8613843359,"PM25","Diabetes",TRUE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","YLLs",-1334164.68964271,"PM25","NCD.LRI",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Deaths",-58606.535818509,"PM25","NCD.LRI",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","exac",-56736.2566044517,"PM25","Asthma",FALSE,"0-18","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","exac",-59438.1855735892,"PM25","Asthma",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","PTB",-117465.232905104,"PM25","PTB",FALSE,"Newborn","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","LBW",-190430.567606601,"PM25","LBW",FALSE,"Newborn","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.2_1",26773912.8782452,"high","Absences",-36653795.1026061,"PM25","Absences",FALSE,"25+","Chittagong","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.3_1",48040141.5074719,"central","YLLs",-179781.367802574,"PM25","LRI.child",FALSE,"0-4","Dhaka","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.3_1",48040141.5074719,"central","Deaths.child",-2012.02472918918,"PM25","LRI.child",FALSE,"0-4","Dhaka","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.3_1",48040141.5074719,"central","YLLs",-554619.041789456,"PM25","IHD",TRUE,"25+","Dhaka","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.3_1",48040141.5074719,"central","Deaths",-21316.2695676771,"PM25","IHD",TRUE,"25+","Dhaka","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.3_1",48040141.5074719,"central","YLLs",-461163.633032862,"PM25","Stroke",TRUE,"25+","Dhaka","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.3_1",48040141.5074719,"central","YLDs",-26685.3234280835,"PM25","Stroke",FALSE,"25+","Dhaka","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.3_1",48040141.5074719,"central","Deaths",-19836.9724466096,"PM25","Stroke",TRUE,"25+","Dhaka","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.3_1",48040141.5074719,"central","YLLs",-181682.065472466,"PM25","COPD",TRUE,"25+","Dhaka","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.3_1",48040141.5074719,"central","YLDs",-45490.2807991087,"PM25","COPD",FALSE,"25+","Dhaka","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
"scenario","BGD.3_1",48040141.5074719,"central","Deaths",-9484.59408215587,"PM25","COPD",TRUE,"25+","Dhaka","BGD","0.6.1","gbd2021",2021,"fusion","0.6.1"
