iso3,country,region,income_group,pop,location_level,location_name,location_id,estimate,Asthma.Inci.1to18,Asthma.Prev.1to18,exac.0to17,exac.18to99,PTB,LBW,COPD_Deaths,COPD_YLLs,AllCause_Deaths,AllCause_YLLs,Absences,NCD.LRI_Deaths,NCD.LRI_YLDs,NCD.LRI_YLLs,LRI.child_YLLs,LRI.child_Deaths,AllCause_YLDs,COPD_YLDs,Diabetes_Deaths,Diabetes_YLDs,Diabetes_YLLs,IHD_Deaths,IHD_YLDs,IHD_YLLs,LRI_Deaths,LRI_YLDs,LRI_YLLs,Stroke_Deaths,Stroke_YLDs,Stroke_YLLs,LC_Deaths,LC_YLDs,LC_YLLs,TotCV_Deaths,TotResp_Deaths,OthCV_Deaths,OthResp_Deaths,TotCV_YLDs,TotResp_YLDs,OthCV_YLDs,OthResp_YLDs,TotCV_YLLs,TotResp_YLLs,OthCV_YLLs,OthResp_YLLs
JPN,Japan,East Asia & Pacific,High income,127788411.12697,3,Japan,67,low,91.8372471821435,480.124825822216,112.890865241811,442.095809015631,41.9619368,70.2161750199999,21.6674920610286,252.512242913283,1078.21344759545,14169.2917806871,445869.924795449,986.187168632943,8073.47603986644,12723.2707711189,6.82050552559031,0.0781822286032533,9188.18157516403,214.290566063192,5.37091414758778,395.937909881607,77.9872721761386,87.3815164103486,47.3713279851313,1151.51997094291,72.2871120001379,2.46656119101227,784.870191397387,88.1603229925875,413.632075510683,1107.860176317,57.1445795136877,16.9266568593676,909.965413569352,229.828343656609,35.2369217839602,54.286504253673,10.218982535813,623.833155905559,335.769415380741,162.829752409744,121.478849317549,2895.27969637982,440.876171323803,635.899549119908,138.629944376785
JPN,Japan,East Asia & Pacific,High income,127788411.12697,3,Japan,67,high,291.270148598602,1245.8543312914,112.890865241811,442.095809015631,41.9619368,70.2161750199999,39.7181647463319,447.301968394694,1099.26402416739,14486.2725432339,445869.924795449,1072.06341937177,13997.0091482466,13550.4298739398,8.64034936769749,0.0989721440743128,15965.5622092475,343.332632662233,7.48955549615473,816.796390561684,100.956807132373,123.326103513962,114.376159986497,1479.33468219754,104.942201582835,5.17846913416011,1064.64047709574,127.84056568064,767.566711250389,1461.72430628113,73.219071792394,33.9656438873028,1102.10355232062,326.048814681483,49.937147282145,74.8821454868808,13.9494015308353,1088.01767420132,543.901750078586,206.074802964436,200.569117416353,3740.51852712602,585.931912771479,799.459538647346,188.363928410519
KOR,Korea, Rep.,East Asia & Pacific,High income,53398251.977387,3,Republic of Korea,68,central,152.643730941847,725.386710066781,144.516525059059,440.92908902656,42.7500352,36.9190367999999,20.0148283606907,252.446918774011,587.420755280937,10559.2589403979,468992.743066121,523.123013795416,8684.5135166802,8910.18337479838,4.19321234836412,0.0479019016644103,10203.3904894848,233.806048934391,23.6000052458371,583.533176890548,393.256223423612,52.891552150579,33.450125252425,786.949647909884,29.1634141890648,1.55823538211446,364.037247315801,68.2655160586672,331.991594990348,1030.69113217225,43.6025603315301,16.4013538936124,820.886159594947,144.788157785942,29.0034378809191,23.7395065882144,8.98860952022839,469.64914459767,353.522599626369,104.207424354897,119.716550691978,2137.53396016535,378.73563570583,330.961651694623,122.611305402555
KOR,Korea, Rep.,East Asia & Pacific,High income,53398251.977387,3,Republic of Korea,68,low,79.9684613282904,439.918953331188,144.516525059059,440.92908902656,42.7500352,36.9190367999999,15.5694390841683,198.626839113849,567.127060965771,10153.0635324937,468992.743066121,489.355412922949,6393.17821233094,8349.92418135591,3.18279808758314,0.0363095560279654,7537.890703834,182.492935012259,18.7580146813262,376.317497477456,314.107536260321,42.7123638813477,20.0555893684094,635.962576522516,16.6247664358386,0.879673912971018,211.37291642313,55.8137591490094,233.924829427106,847.381476091114,36.4433039230627,10.1489006961915,687.621923363577,122.265629618572,23.4023624867007,23.6310895766961,7.83292340253237,338.404407632494,273.583146752773,84.4239888369782,91.0902117405139,1847.19118131114,315.832609414208,319.893180083216,117.20577030036
KOR,Korea, Rep.,East Asia & Pacific,High income,53398251.977387,3,Republic of Korea,68,high,254.089007699422,1147.72832534321,144.516525059059,440.92908902656,42.7500352,36.9190367999999,24.2043920554746,315.196623224431,608.674849443202,10985.3872743127,468992.743066121,555.595285651965,11294.3361664024,9478.93038106126,5.4299592583926,0.0620898210752889,13286.6793992295,284.5822708255,28.4380371447332,852.152977295959,478.30531345906,62.6488270852091,51.3809314856153,947.260707157504,35.5628024727058,2.48357556438389,453.506647576298,84.4566222953239,437.323996945725,1315.52264648177,51.1189133818504,24.4036975927176,966.928053742287,171.090105647947,33.1952816095341,23.9846562674141,8.9908895540595,604.890647026996,438.656787948533,116.185718595656,154.074517123033,2593.7450053339,437.807928626987,363.847128697514,126.288716931819
NRU,Nauru,East Asia & Pacific,High income,10551.2993989884,3,Nauru,369,central,442.917765030484,1856.04715198385,350.26511335223,567.286021717273,89.47609222,70.2161750199999,16.5123472243372,491.597150803103,484.408900482528,16959.739175988,466964.469685128,424.74483032045,4077.46459036858,14311.178557119,1121.63813250081,12.8213216649903,4708.69963848341,111.752339668197,55.212078376135,465.03057047041,1759.87686548433,119.80344509415,32.5954108587417,4045.3804879365,16.8480149917775,2.85085704220701,595.865299320757,63.4092387396611,187.670789331739,2095.11296608565,13.5979549854782,3.29523916609498,428.965409792915,205.885503696836,24.4824077329588,22.6728198630246,7.97006050862161,254.296143744212,162.58929230084,31.9935565053432,50.8369526326427,6932.64114295913,777.012055417472,792.147688936981,285.414904614369
NRU,Nauru,East Asia & Pacific,High income,10551.2993989884,3,Nauru,369,low,244.251319440135,1131.86270900643,350.26511335223,567.286021717273,89.47609222,70.2161750199999,10.8642194449222,314.000553125552,411.60908779309,14319.7453418211,466964.469685128,353.754960480935,2987.94569405102,11747.8617039484,827.941000311816,9.45718070222034,3476.74783136278,88.3717485649653,37.9003480351784,296.723306421918,1188.15765516778,89.5895630801444,19.8503139642302,2982.57366146542,11.4890950472721,1.68614231049872,398.076902137426,44.6055125983489,132.418048391532,1442.08529024349,7.35019726801064,1.37765433258209,222.118760300877,163.353811517342,16.9673858075732,11.5849484116009,6.10316636265093,182.689865527428,126.176594726632,30.421503171666,37.8048461616669,5395.50586158298,524.609865897519,446.182162448094,210.609312771967
NRU,Nauru,East Asia & Pacific,High income,10551.2993989884,3,Nauru,369,high,720.806739505767,2895.28264053154,350.26511335223,567.286021717273,89.47609222,70.2161750199999,23.2706580428123,707.833213205897,572.45232240676,20169.7356178102,466964.469685128,509.50846078049,5312.81663127675,17369.2439907314,1559.16869141256,17.8344770606742,6113.64054540287,134.912222630352,85.6477728217989,680.127206632376,2803.35393353274,155.507705043027,50.7630134411094,5328.60871131964,24.6632039495521,4.4062635886783,895.068143554111,86.9082781764292,243.760207650536,2921.71447176846,21.2738928284541,5.97318363287555,686.306938809653,254.000931631057,31.9556776057653,29.1587358388485,8.68501956295303,326.516777596988,203.204891786477,34.0299435537316,68.2926691561254,8696.5053455362,1042.88061350329,970.846909874062,335.047400297391
NZL,New Zealand,East Asia & Pacific,High income,4495667.09720521,3,New Zealand,72,central,383.301329214282,2261.16726352334,480.186077688452,921.251629724697,89.47609222,68.2253991699999,46.8054980714213,676.738024477882,749.029567333385,11926.4385931927,489975.586738163,713.702054941896,8904.7524926234,11105.8333901424,14.905399672494,0.168967231220815,10922.2507074234,352.085346487254,14.5724451997839,393.98058844732,241.18139330494,144.330006774843,73.2457316554608,1985.67952426579,19.7096888688562,4.29791047790483,191.611464985666,62.4356164557035,148.280995332206,775.353288832911,44.5009287389591,13.8677400807828,895.267813503674,265.275349545095,53.0613335810958,54.8269901787234,6.25583550967448,455.851611396103,487.114173028793,234.324884408437,135.028826541539,3574.94235681777,786.525930335202,813.909543719069,107.172226484342
NZL,New Zealand,East Asia & Pacific,High income,4495667.09720521,3,New Zealand,72,low,207.448883542636,1440.11779246551,480.186077688452,921.251629724697,89.47609222,68.2253991699999,38.3045801907493,565.231998396539,737.18721869981,11714.6462615824,489975.586738163,696.439927842004,6620.30765203033,10840.5880941544,11.2587846253683,0.127757779506164,8122.67432510187,266.807464453123,12.1707860041989,264.561313032284,202.725652912203,123.51962082421,45.5442639993309,1749.70323453011,15.4683179868851,2.71130324875538,151.236923104229,49.7547425056653,101.136467591506,615.924968097356,38.5656147936965,8.97047879658626,779.968269572242,228.101353508599,44.086765663109,54.3867025410696,5.78218547235974,324.529458841123,372.02124392092,177.848727250286,105.213779467798,3185.00616944472,667.292525473103,725.509624571294,102.060527076564
NZL,New Zealand,East Asia & Pacific,High income,4495667.09720521,3,New Zealand,72,high,625.958721816429,3370.90700980911,480.186077688452,921.251629724697,89.47609222,68.2253991699999,53.9604710799876,779.430913843295,760.675579803169,12136.5099617596,489975.586738163,731.350164636526,11470.4969145682,11373.3701668505,19.2014191562012,0.217449105027147,14112.6015627503,436.599708085711,16.715379428946,546.118169469358,278.698313781954,158.368223743795,108.907513917404,2169.14957531743,23.5159340007111,6.42761659547176,232.219891165332,72.9851227611331,200.854927257384,923.977230073864,50.485573343092,19.7682319342073,1018.58827451784,285.740049045998,60.2664328101542,58.5097263145493,6.30596173016656,600.297943877489,603.4982033189,290.535502702701,166.898495233189,3818.63642996259,886.603140327637,819.377966817258,109.787905857321
MNP,Northern Mariana Islands,East Asia & Pacific,High income,42494.4771108199,3,Northern Mariana Islands,376,central,251.477328244528,1203.43392786098,408.832236120785,662.14077247313,89.47609222,70.2161750199999,31.0193166191612,672.224335252237,785.15777399886,20490.9947505036,466964.469685128,724.951446584914,8021.493599812,18568.9291067117,101.857115581074,1.16474470960465,9168.31101356309,97.915337755872,62.4354328540938,1105.75651972206,1612.65932813121,151.203250801517,117.283364869057,3910.28968195817,22.4716990281825,4.9184590424047,537.143787868685,90.1456792195543,385.845698013846,2194.72346856546,51.1308853397631,12.0328249650318,1316.37484718076,269.986744111369,40.1975173159128,28.6378140902981,9.17820069675158,638.166920590308,181.917054147215,135.037857707405,84.0017163913428,6822.29310123443,904.950783601384,717.279950710796,234.83248432346
MNP,Northern Mariana Islands,East Asia & Pacific,High income,42494.4771108199,3,Northern Mariana Islands,376,low,134.386350466098,744.845765763307,408.832236120785,662.14077247313,89.47609222,70.2161750199999,23.3069906893647,491.78425089755,675.984133724761,17167.8446713497,466964.469685128,622.428737200799,5880.23401934763,15546.313635588,71.7553847600194,0.820183584523268,6722.70643739748,75.3904622790947,47.2612742456913,709.349668593127,1200.76499572943,119.919605944086,73.2039951939029,3039.75489938761,16.4042853743031,2.8946334551449,380.598925013243,69.1408399579069,272.855294124773,1645.2255452243,39.2619278577108,6.99858251936369,991.114646074286,230.708179222685,33.1297126549636,13.0788245798728,8.8261275338193,460.718593037029,131.555939326368,114.659303718353,56.1654770472737,5693.29892896132,726.61673522101,349.137950185768,232.726448349147
MNP,Northern Mariana Islands,East Asia & Pacific,High income,42494.4771108199,3,Northern Mariana Islands,376,high,415.249421060203,1886.87472315651,408.832236120785,662.14077247313,89.47609222,70.2161750199999,40.6236440802547,899.444305945563,890.732544012479,23812.5202842568,466964.469685128,827.019640747163,10459.2840806162,21667.8991016226,139.083673865816,1.59533807077837,11939.5572542985,121.937903120563,80.2111647638752,1598.58130686637,2103.05047444027,185.030827225539,177.199155719644,4871.88111423075,30.0072367498949,7.61591292002051,739.008674888978,113.681290893603,500.05552552844,2838.10201381432,64.8630205881223,18.724850449983,1697.6429300803,311.790942699015,49.4497716140741,41.6477333206924,9.82272196559894,821.205375954387,232.880399640795,143.950694706303,110.942496520232,8059.12107823084,1141.34863990276,1008.31848434942,241.904333957198
PLW,Palau,East Asia & Pacific,High income,18007.434313216,3,Palau,380,central,230.336570880405,1037.78717105164,332.829859365436,539.048051552573,89.47609222,70.2161750199999,56.2967488124918,1219.55836312343,1101.58760977405,30462.9239865184,466964.469685128,989.33047748287,8787.75936875855,26445.5203160687,412.578997796277,4.71492368977266,10131.8845955448,324.670170191661,126.501079294573,1396.57027160154,3368.6822499293,225.482213552477,122.503346996734,6144.16518051593,88.6666112735339,9.5191529447298,2269.60784718689,113.203547899643,424.845621100877,2962.30005833722,50.2324558877577,11.5509266763099,1337.17339837983,358.537675778293,90.5005334816349,19.8519143261733,34.2037846691431,657.333331287424,427.933079222096,105.148357656689,103.262909030434,9648.15731409102,2205.01509114589,541.692075237881,985.45672802246
PLW,Palau,East Asia & Pacific,High income,18007.434313216,3,Palau,380,low,125.911932746961,653.972198859012,332.829859365436,539.048051552573,89.47609222,70.2161750199999,40.6635013793864,849.731305713638,890.577385410062,24144.959986172,466964.469685128,789.53076330497,6470.31801761005,20621.8026180815,303.577117525532,3.4661998051373,7492.68259519403,259.6408012186,89.5751010838699,898.250239547134,2346.70433919262,169.442342921416,76.7765977250474,4511.1320862858,63.3232336270517,5.92552434422968,1560.03434956262,81.0397068434588,301.308296873567,2051.78054296487,36.7867126128525,6.38111471181937,961.579061106039,283.842446128143,70.4424163048026,5.57578570472475,29.7789149254162,472.804617335001,340.198418329967,94.7197227363869,80.5576171113679,7439.22413964592,1656.70850453898,193.633719345182,806.97719882534
PLW,Palau,East Asia & Pacific,High income,18007.434313216,3,Palau,380,high,370.194064230879,1583.62532338483,332.829859365436,539.048051552573,89.47609222,70.2161750199999,76.0618965899913,1703.47597989365,1357.92491235607,38145.4493435485,466964.469685128,1231.91424711472,11452.0631846862,33560.2164262944,555.592046160328,6.3433028155172,13171.9972268356,386.545302610245,171.594505410356,2029.09584899169,4633.78593619865,292.99034697762,183.440634914837,8142.20632262805,119.280486995421,14.2425861054719,3135.47115431043,152.670545915616,550.072878882023,4087.63787353874,67.9596077737839,18.3301932649009,1838.68876455924,451.236678597961,114.486040948698,33.3603963632682,38.4241443587071,838.661871453549,510.760050804273,109.984363189813,124.214748194028,12423.477915512,2871.95327899357,876.311510395247,1168.47729909992
SGP,Singapore,East Asia & Pacific,High income,5667451.46365811,3,Singapore,69,central,171.416688564243,775.967406592729,128.933618697168,366.899135058113,91.53955078125,84.79291128,11.1920524585891,166.203994667462,402.925913648861,7351.06577958764,547814.967553587,385.694891728972,7703.44194882574,6857.38707720168,15.7440145731196,0.179168900709265,8920.09087880712,156.359437989601,3.08270369923237,605.610539175646,55.8784661786447,67.5533483952298,27.9422404231027,1238.37043899641,60.7984795060244,2.60809693047595,820.88887164768,27.8177355600625,251.107839567795,452.273737030159,27.6071324011489,10.74126426286,552.581741542614,119.693283673508,13.179552691051,24.3221997182161,1.98750023246186,364.985867205912,268.371123451973,85.9357872150139,112.011685462372,2155.72207874822,208.608989175686,465.07790272165,42.4049945082244
SGP,Singapore,East Asia & Pacific,High income,5667451.46365811,3,Singapore,69,low,91.2863865164861,470.473805805563,128.933618697168,366.899135058113,91.53955078125,84.79291128,8.86470462296724,132.672544969739,394.189470256887,7174.98034641223,547814.967553587,360.452931642557,5685.33765993282,6470.61293932919,10.7749857475157,0.12281607654713,6600.05272571187,119.034986814925,2.44000706299304,389.58203814477,44.5350917419818,57.6770266124661,16.9159585889938,1085.03179528912,48.5437091125228,1.54780794385218,661.288480843006,21.5655006452873,175.897114207566,351.849025761699,23.4954427774413,6.54653819996366,473.40974148591,103.592778410215,10.7374886230391,21.1774060950998,1.87278400007184,260.889179969736,200.688458993023,68.0761071731763,81.6534721780987,1941.18146437809,172.678512093106,382.455170954298,40.0059671233669
SGP,Singapore,East Asia & Pacific,High income,5667451.46365811,3,Singapore,69,high,284.656308270005,1226.27869312957,128.933618697168,366.899135058113,91.53955078125,84.79291128,15.1649798321285,222.718817694229,412.302628622322,7540.34665108809,547814.967553587,411.413262764812,10053.4135068117,7263.09628189863,21.7035395171009,0.246935235959859,11641.8997789159,194.792153029215,3.72617901100729,897.986759274191,68.2648696933741,75.242187480208,42.6652347342728,1377.45387894235,70.4357873157706,4.05292637179779,971.202526590751,33.2501642651129,328.452564080483,552.828006955445,31.3889637176113,16.2110281251478,631.110689566284,129.669757840421,17.4863683172886,24.3502511524616,2.32138848516017,472.674992904714,342.849592600442,101.557194089958,148.057439571227,2312.7370568521,273.269497494147,504.300643327271,50.550679799918
TWN,Taiwan,East Asia & Pacific,High income,23620242.5025374,3,Taiwan (Province of China),8,central,176.489599504817,815.775303196101,275.460319651716,768.995483346488,41.9619368,70.2161750199999,36.0625153581077,441.162457437588,771.262163050451,14593.1366284674,445869.924795449,716.987218895517,9147.94107840792,13073.7994331401,13.8675436983374,0.158235716390177,9981.90471284869,150.535411547299,44.9925471201403,747.087455367557,780.588072368248,70.4701298665931,121.106005034895,1150.54688228317,54.9748915664954,9.0625732777086,727.731090532738,63.0236218492741,359.05845029431,1099.75068128129,50.9765681080977,12.5375708919558,1042.7539785043,173.322866070255,42.1337169017668,39.8291143543877,6.07120154365903,674.704886734755,243.521816191891,194.540431405549,92.9864046445914,2872.16431406537,543.503377085307,621.866750500906,102.340919647719
TWN,Taiwan,East Asia & Pacific,High income,23620242.5025374,3,Taiwan (Province of China),8,low,93.2931008802029,489.89847319445,275.460319651716,768.995483346488,41.9619368,70.2161750199999,27.3734164400338,329.426954695412,626.428662020605,11558.4086532705,445869.924795449,578.540596918232,6737.65326521287,10307.138169006,10.5331567152261,0.12012442958187,7373.1853391205,117.428822794436,33.8442414302296,492.111107036368,578.838601604628,54.8653042046172,77.1536612183386,882.528400642772,41.7919345144274,5.62233671396466,532.142541441108,46.8636954351633,252.488622388478,796.194217846042,38.9409589739158,7.45625503878084,783.558054580518,138.171516053392,32.4961616313119,36.4425164136111,5.12274519127809,486.907113813039,188.911611273411,157.264830206223,71.4827884789749,2252.75640207119,414.812554854519,574.033783582375,85.3856001591067
TWN,Taiwan,East Asia & Pacific,High income,23620242.5025374,3,Taiwan (Province of China),8,high,290.825881736292,1293.90403653698,275.460319651716,768.995483346488,41.9619368,70.2161750199999,47.0116546141938,587.656731925438,963.362254762343,18708.2293860919,445869.924795449,893.589797463191,11895.9871993702,16728.9505497748,17.9644439190781,0.20486178514433,12963.2512176058,184.380842288875,57.8734656479955,1074.38243974356,1027.9380742825,88.5088969001782,176.962765291576,1480.14825493604,70.4557735258604,13.5475671372199,971.918796685087,81.4826540667663,469.477348828083,1471.23495969506,66.0885955919189,19.203773358486,1378.00649756532,216.627146584348,54.1615839683485,46.6355956174039,7.14992935415467,867.234063911707,300.506013749626,220.793949792047,116.125171460751,3675.68142072162,711.717112909428,724.298206090523,124.060380983991
PRK,Korea, Dem. People’s Rep.,East Asia & Pacific,Low income,26232860.9418916,3,Democratic People's Republic of Korea,7,central,204.068727836724,880.522103442772,391.694837355359,794.078234400075,144.486859130859,162.8024728345,112.264831997041,1914.17838299708,858.629389527009,19332.2443554215,573527.990927817,785.46406400012,7229.97955205282,16864.8407735472,190.636806284919,2.16089311913193,8066.08585110983,431.39172932401,14.6374939165473,407.387782217025,332.159266843239,135.197720550118,85.983317955589,2755.69682067302,23.8556445053602,5.45217335581124,408.291377255823,210.265309304817,426.259789560732,4430.44250999059,34.7950704581162,7.88944480099881,880.819296430206,387.924385653678,120.507241025571,42.4613557987432,8.24240902853042,628.062397247409,559.232092868154,112.082640937744,127.840363544144,8013.10644631989,2093.16870284622,826.967115656275,178.990319849143
